#Source: https://www.esrl.noaa.gov/psd/gcos_wgsp/Timeseries/Data/dmi.long.data
#Detail: IOD (DMI from the HadISST)
#Detail: Monthly time step
Year,Month,Value
1988,7,0.163
1988,8,0.008
1988,9,-0.015
1988,10,-0.142
1988,11,0.089
1988,12,0.391
1989,1,-0.090
1989,2,0.140
1989,3,-0.149
1989,4,-0.279
1989,5,-0.375
1989,6,-0.566
1989,7,-0.130
1989,8,-0.014
1989,9,0.162
1989,10,-0.035
1989,11,-0.076
1989,12,0.058
1990,1,0.076
1990,2,-0.110
1990,3,0.023
1990,4,-0.190
1990,5,-0.135
1990,6,-0.361
1990,7,0.057
1990,8,-0.094
1990,9,0.198
1990,10,0.029
1990,11,0.168
1990,12,0.229
1991,1,0.240
1991,2,0.074
1991,3,0.122
1991,4,0.475
1991,5,0.586
1991,6,0.461
1991,7,0.566
1991,8,0.343
1991,9,0.471
1991,10,0.329
1991,11,0.293
1991,12,0.294
1992,1,-0.146
1992,2,-0.215
1992,3,-0.511
1992,4,-0.359
1992,5,-0.334
1992,6,-0.650
1992,7,-0.168
1992,8,-0.471
1992,9,-0.450
1992,10,-0.254
1992,11,-0.135
1992,12,-0.090
1993,1,-0.020
1993,2,0.209
1993,3,-0.136
1993,4,0.008
1993,5,0.186
1993,6,0.098
1993,7,0.149
1993,8,-0.016
1993,9,0.206
1993,10,0.211
1993,11,0.107
1993,12,0.016
1994,1,0.203
1994,2,0.035
1994,3,0.357
1994,4,0.532
1994,5,0.746
1994,6,0.629
1994,7,0.850
1994,8,1.090
1994,9,0.903
1994,10,1.063
1994,11,0.546
1994,12,0.488
1995,1,0.316
1995,2,0.334
1995,3,0.112
1995,4,-0.024
1995,5,-0.038
1995,6,0.129
1995,7,0.138
1995,8,0.154
1995,9,0.204
1995,10,0.011
1995,11,-0.027
1995,12,0.317
1996,1,0.160
1996,2,0.152
1996,3,0.087
1996,4,-0.167
1996,5,-0.049
1996,6,-0.185
1996,7,-0.333
1996,8,-0.381
1996,9,-0.327
1996,10,-0.729
1996,11,-0.528
1996,12,-0.187
1997,1,0.079
1997,2,0.254
1997,3,0.205
1997,4,0.245
1997,5,0.241
1997,6,0.291
1997,7,0.755
1997,8,0.927
1997,9,1.143
1997,10,1.240
1997,11,1.528
1997,12,1.085
1998,1,0.696
1998,2,0.602
1998,3,0.117
1998,4,0.248
1998,5,0.356
1998,6,0.359
1998,7,-0.064
1998,8,-0.266
1998,9,-0.100
1998,10,-0.356
1998,11,-0.380
1998,12,-0.103
1999,1,0.062
1999,2,0.152
1999,3,0.276
1999,4,0.194
1999,5,0.032
1999,6,0.070
1999,7,0.416
1999,8,0.314
1999,9,0.331
1999,10,0.183
1999,11,0.152
1999,12,0.082
2000,1,0.062
2000,2,0.174
2000,3,0.310
2000,4,0.344
2000,5,0.330
2000,6,0.189
2000,7,0.390
2000,8,0.433
2000,9,0.293
2000,10,0.227
2000,11,-0.041
2000,12,-0.017
2001,1,-0.245
2001,2,0.163
2001,3,0.150
2001,4,0.333
2001,5,0.350
2001,6,0.334
2001,7,0.170
2001,8,-0.001
2001,9,0.156
2001,10,-0.075
2001,11,0.021
2001,12,0.171
2002,1,0.040
2002,2,0.087
2002,3,0.173
2002,4,-0.157
2002,5,-0.115
2002,6,0.019
2002,7,0.049
2002,8,0.084
2002,9,0.664
2002,10,0.768
2002,11,0.353
2002,12,0.065
2003,1,-0.063
2003,2,0.199
2003,3,0.120
2003,4,0.094
2003,5,0.051
2003,6,0.344
2003,7,0.436
2003,8,0.400
2003,9,0.320
2003,10,0.130
2003,11,0.100
2003,12,0.407
2004,1,0.225
2004,2,0.293
2004,3,0.248
2004,4,0.116
2004,5,-0.347
2004,6,-0.182
2004,7,0.007
2004,8,0.159
2004,9,0.273
2004,10,0.365
2004,11,0.099
2004,12,0.091
2005,1,0.055
2005,2,-0.376
2005,3,-0.268
2005,4,0.277
2005,5,0.181
2005,6,0.029
2005,7,-0.073
2005,8,-0.048
2005,9,-0.152
2005,10,-0.061
2005,11,-0.009
2005,12,-0.068
2006,1,0.056
2006,2,-0.120
2006,3,-0.060
2006,4,0.181
2006,5,0.003
2006,6,0.145
2006,7,0.344
2006,8,0.520
2006,9,0.800
2006,10,0.938
2006,11,0.754
2006,12,0.392
2007,1,0.402
2007,2,0.331
2007,3,0.275
2007,4,0.291
2007,5,0.483
2007,6,0.239
2007,7,0.358
2007,8,0.533
2007,9,0.616
2007,10,0.444
2007,11,0.241
2007,12,0.004
2008,1,0.303
2008,2,0.112
2008,3,0.269
2008,4,0.041
2008,5,0.395
2008,6,0.421
2008,7,0.551
2008,8,0.417
2008,9,0.467
2008,10,0.403
2008,11,0.139
2008,12,0.174
2009,1,0.218
2009,2,0.348
2009,3,0.264
2009,4,0.318
2009,5,0.468
2009,6,0.303
2009,7,0.113
2009,8,0.194
2009,9,0.272
2009,10,0.355
2009,11,0.183
2009,12,0.382
2010,1,0.473
2010,2,0.209
2010,3,0.628
2010,4,0.559
2010,5,0.181
2010,6,0.063
2010,7,0.306
2010,8,0.241
2010,9,0.117
2010,10,-0.063
2010,11,-0.221
2010,12,0.021
2011,1,0.373
2011,2,0.418
2011,3,0.537
2011,4,0.351
2011,5,0.124
2011,6,0.259
2011,7,0.530
2011,8,0.643
2011,9,0.579
2011,10,0.728
2011,11,0.592
2011,12,0.097
2012,1,0.227
2012,2,0.100
2012,3,0.195
2012,4,-0.065
2012,5,-0.124
2012,6,0.215
2012,7,0.853
2012,8,0.941
2012,9,0.833
2012,10,0.483
2012,11,0.160
2012,12,0.488
2013,1,0.118
2013,2,0.372
2013,3,0.246
2013,4,-0.103
2013,5,-0.293
2013,6,-0.294
2013,7,0.120
2013,8,0.098
2013,9,0.076
2013,10,0.213
2013,11,0.453
2013,12,0.368
2014,1,0.089
2014,2,0.092
2014,3,0.014
2014,4,0.136
2014,5,0.119
2014,6,0.180
2014,7,-0.052
2014,8,-0.077
2014,9,0.237
2014,10,0.496
2014,11,0.267
2014,12,0.266
2015,1,0.077
2015,2,-0.165
2015,3,-0.076
2015,4,0.186
2015,5,0.451
2015,6,0.495
2015,7,0.527
2015,8,0.856
2015,9,0.668
2015,10,0.851
2015,11,0.594
2015,12,0.490
2016,1,0.438
2016,2,0.066
2016,3,0.161
2016,4,0.341
2016,5,0.104
2016,6,-0.229
2016,7,-0.435
2016,8,-0.145
2016,9,-0.055
2016,10,0.010
2016,11,-0.098
2016,12,-0.075
2017,1,0.099
2017,2,0.283
2017,3,0.528
2017,4,0.703
2017,5,0.751
2017,6,0.633
2017,7,0.826
2017,8,0.643
2017,9,0.414
2017,10,0.389
2017,11,0.545
2017,12,0.342
2018,1,-0.018
2018,2,0.391
2018,3,0.043
2018,4,0.110
2018,5,0.332
2018,6,0.362
2018,7,0.362
2018,8,0.415
2018,9,0.975
2018,10,1.050
2018,11,0.743
