#Source: https://www.esrl.noaa.gov/psd/gcos_wgsp/Timeseries/Data/soi.long.data
#Detail: SOI
#Detail: Monthly time step
Year,Month,Value
1985,6,-1.390
1985,7,-0.200
1985,8,0.660
1985,9,0.000
1985,10,-0.760
1985,11,-0.350
1985,12,0.120
1986,1,0.820
1986,2,-1.280
1986,3,-0.090
1986,4,0.110
1986,5,-0.630
1986,6,1.010
1986,7,0.240
1986,8,-0.850
1986,9,-0.530
1986,10,0.540
1986,11,-1.570
1986,12,-1.640
1987,1,-0.750
1987,2,-1.410
1987,3,-2.030
1987,4,-2.690
1987,5,-2.120
1987,6,-2.690
1987,7,-1.820
1987,8,-1.670
1987,9,-1.130
1987,10,-0.690
1987,11,-0.070
1987,12,-0.660
1988,1,-0.310
1988,2,-0.650
1988,3,0.130
1988,4,-0.030
1988,5,1.090
1988,6,-0.200
1988,7,1.170
1988,8,1.360
1988,9,1.920
1988,10,1.350
1988,11,1.920
1988,12,1.090
1989,1,1.310
1989,2,0.800
1989,3,0.590
1989,4,2.180
1989,5,1.450
1989,6,0.810
1989,7,0.950
1989,8,-0.820
1989,9,0.520
1989,10,0.610
1989,11,-0.380
1989,12,-0.620
1990,1,-0.210
1990,2,-1.790
1990,3,-1.090
1990,4,-0.010
1990,5,1.410
1990,6,-0.070
1990,7,0.570
1990,8,-0.710
1990,9,-0.780
1990,10,-0.170
1990,11,-0.680
1990,12,-0.380
1991,1,0.450
1991,2,-0.060
1991,3,-1.350
1991,4,-1.550
1991,5,-1.740
1991,6,-0.790
1991,7,-0.070
1991,8,-1.070
1991,9,-1.640
1991,10,-1.550
1991,11,-0.770
1991,12,-2.020
1992,1,-2.850
1992,2,-1.050
1992,3,-2.850
1992,4,-2.060
1992,5,0.060
1992,6,-1.820
1992,7,-0.630
1992,8,-0.010
1992,9,0.060
1992,10,-2.030
1992,11,-0.840
1992,12,-0.710
1993,1,-0.930
1993,2,-0.960
1993,3,-1.130
1993,4,-2.290
1993,5,-0.590
1993,6,-2.180
1993,7,-1.060
1993,8,-1.730
1993,9,-0.780
1993,10,-1.570
1993,11,-0.130
1993,12,0.070
1994,1,-0.250
1994,2,-0.060
1994,3,-1.350
1994,4,-2.630
1994,5,-1.260
1994,6,-1.460
1994,7,-1.700
1994,8,-2.030
1994,9,-1.700
1994,10,-1.580
1994,11,-0.810
1994,12,-1.410
1995,1,-0.510
1995,2,-0.350
1995,3,0.240
1995,4,-1.720
1995,5,-0.910
1995,6,-0.310
1995,7,0.440
1995,8,-0.110
1995,9,0.280
1995,10,-0.340
1995,11,-0.020
1995,12,-0.720
1996,1,0.820
1996,2,-0.020
1996,3,0.530
1996,4,0.910
1996,5,0.460
1996,6,1.600
1996,7,0.700
1996,8,0.330
1996,9,0.660
1996,10,0.260
1996,11,-0.210
1996,12,0.710
1997,1,0.290
1997,2,1.210
1997,3,-1.090
1997,4,-1.550
1997,5,-2.410
1997,6,-3.020
1997,7,-0.910
1997,8,-2.310
1997,9,-1.550
1997,10,-1.690
1997,11,-1.310
1997,12,-1.120
1998,1,-2.530
1998,2,-1.970
1998,3,-3.310
1998,4,-2.800
1998,5,0.170
1998,6,1.050
1998,7,1.490
1998,8,0.830
1998,9,1.040
1998,10,1.010
1998,11,1.010
1998,12,1.320
1999,1,1.580
1999,2,0.580
1999,3,0.780
1999,4,2.100
1999,5,0.440
1999,6,0.000
1999,7,0.520
1999,8,-0.030
1999,9,-0.070
1999,10,0.950
1999,11,1.220
1999,12,1.370
2000,1,0.470
2000,2,1.240
2000,3,0.880
2000,4,1.760
2000,5,0.420
2000,6,-0.870
2000,7,-0.340
2000,8,0.480
2000,9,0.970
2000,10,0.870
2000,11,2.020
2000,12,0.770
2001,1,0.780
2001,2,1.000
2001,3,0.460
2001,4,-0.180
2001,5,-0.840
2001,6,-0.190
2001,7,-0.270
2001,8,-1.010
2001,9,0.110
2001,10,-0.380
2001,11,0.640
2001,12,-1.060
2002,1,0.200
2002,2,0.640
2002,3,-0.810
2002,4,-0.480
2002,5,-1.540
2002,6,-1.020
2002,7,-0.700
2002,8,-1.620
2002,9,-0.660
2002,10,-0.790
2002,11,-0.600
2002,12,-1.300
2003,1,-0.300
2003,2,-0.900
2003,3,-0.910
2003,4,-0.480
2003,5,-0.850
2003,6,-1.750
2003,7,0.260
2003,8,-0.350
2003,9,-0.180
2003,10,-0.260
2003,11,-0.320
2003,12,0.920
2004,1,-1.310
2004,2,0.770
2004,3,-0.110
2004,4,-1.910
2004,5,1.220
2004,6,-1.910
2004,7,-0.720
2004,8,-0.900
2004,9,-0.310
2004,10,-0.420
2004,11,-1.060
2004,12,-0.940
2005,1,0.200
2005,2,-2.990
2005,3,-0.260
2005,4,-1.220
2005,5,-1.460
2005,6,0.110
2005,7,0.060
2005,8,-0.970
2005,9,0.340
2005,10,1.120
2005,11,-0.420
2005,12,0.010
2006,1,1.290
2006,2,-0.120
2006,3,1.320
2006,4,1.170
2006,5,-0.960
2006,6,-0.980
2006,7,-0.900
2006,8,-1.750
2006,9,-0.600
2006,10,-1.520
2006,11,0.050
2006,12,-0.390
2007,1,-0.830
2007,2,-0.380
2007,3,-0.300
2007,4,-0.350
2007,5,-0.300
2007,6,0.140
2007,7,-0.440
2007,8,0.010
2007,9,0.120
2007,10,0.440
2007,11,0.820
2007,12,1.490
2008,1,1.540
2008,2,2.050
2008,3,1.040
2008,4,0.560
2008,5,-0.250
2008,6,0.340
2008,7,0.200
2008,8,0.640
2008,9,1.260
2008,10,1.520
2008,11,1.640
2008,12,1.430
2009,1,0.850
2009,2,1.370
2009,3,-0.210
2009,4,1.060
2009,5,-0.860
2009,6,-0.450
2009,7,0.180
2009,8,-0.590
2009,9,0.350
2009,10,-1.660
2009,11,-0.670
2009,12,-0.950
2010,1,-1.130
2010,2,-1.590
2010,3,-1.400
2010,4,1.880
2010,5,0.850
2010,6,0.240
2010,7,1.950
2010,8,1.770
2010,9,2.440
2010,10,1.800
2010,11,1.620
2010,12,2.900
2011,1,2.010
2011,2,2.120
2011,3,2.090
2011,4,3.020
2011,5,0.460
2011,6,-0.040
2011,7,1.110
2011,8,0.070
2011,9,1.140
2011,10,0.910
2011,11,1.410
2011,12,2.450
2012,1,0.900
2012,2,0.220
2012,3,0.200
2012,4,-0.650
2012,5,-0.380
2012,6,-1.510
2012,7,-0.150
2012,8,-0.740
2012,9,0.220
2012,10,0.170
2012,11,0.330
2012,12,-0.770
2013,1,-0.100
2013,2,-0.470
2013,3,1.060
2013,4,0.010
2013,5,0.900
2013,6,1.450
2013,7,0.760
2013,8,-0.230
2013,9,0.410
2013,10,-0.340
2013,11,0.750
2013,12,-0.050
2014,1,1.190
2014,2,-0.320
2014,3,-1.700
2014,4,0.810
2014,5,0.720
2014,6,-0.460
2014,7,-0.260
2014,8,-1.420
2014,9,-0.660
2014,10,-0.860
2014,11,-0.960
2014,12,-0.660
2015,1,-0.870
2015,2,-0.040
2015,3,-1.400
2015,4,-0.270
2015,5,-1.040
2015,6,-1.720
2015,7,-1.410
2015,8,-2.150
2015,9,-1.650
2015,10,-1.910
2015,11,-0.630
2015,12,-1.000
2016,1,-2.120
2016,2,-2.090
2016,3,-0.750
2016,4,-2.610
2016,5,0.220
2016,6,0.440
2016,7,0.450
2016,8,0.400
2016,9,1.280
2016,10,-0.660
2016,11,-0.230
2016,12,0.190
2017,1,0.080
2017,2,-0.330
2017,3,0.410
2017,4,-0.750
2017,5,0.230
2017,6,-1.390
2017,7,0.850
2017,8,0.170
2017,9,0.620
2017,10,0.750
2017,11,0.940
2017,12,-0.270
2018,1,0.860
2018,2,-0.730
2018,3,0.910
2018,4,0.580
2018,5,0.430
2018,6,-0.840
2018,7,0.110
2018,8,-0.870
2018,9,-0.930
2018,10,0.320
2018,11,0.030
2018,12,0.930
2019,1,-0.160
