#Source: https://www.esrl.noaa.gov/psd/data/timeseries/IPOTPI/tpi.timeseries.ersstv5.data
#Detail: IPO (TPI - from NOAA ERSST V5 - unfiltered)
#Detail: Monthly time step
Year,Month,Value
1972,7,0.543
1972,8,0.854
1972,9,0.805
1972,10,1.050
1972,11,1.101
1972,12,1.415
1973,1,1.121
1973,2,0.437
1973,3,0.062
1973,4,-0.435
1973,5,-0.712
1973,6,-0.885
1973,7,-1.023
1973,8,-1.187
1973,9,-1.321
1973,10,-1.485
1973,11,-1.669
1973,12,-1.750
1974,1,-1.674
1974,2,-1.427
1974,3,-0.964
1974,4,-0.797
1974,5,-0.841
1974,6,-0.830
1974,7,-0.665
1974,8,-0.573
1974,9,-0.789
1974,10,-1.070
1974,11,-0.924
1974,12,-0.992
1975,1,-0.845
1975,2,-0.610
1975,3,-0.940
1975,4,-0.898
1975,5,-1.233
1975,6,-1.197
1975,7,-1.084
1975,8,-1.206
1975,9,-1.517
1975,10,-1.635
1975,11,-1.506
1975,12,-1.656
1976,1,-1.597
1976,2,-0.911
1976,3,-0.757
1976,4,-0.725
1976,5,-0.424
1976,6,-0.016
1976,7,0.330
1976,8,0.517
1976,9,0.545
1976,10,0.864
1976,11,0.776
1976,12,0.479
1977,1,0.654
1977,2,0.537
1977,3,0.228
1977,4,-0.163
1977,5,0.063
1977,6,0.364
1977,7,0.388
1977,8,0.265
1977,9,0.258
1977,10,0.494
1977,11,0.596
1977,12,0.598
1978,1,0.660
1978,2,0.357
1978,3,0.286
1978,4,-0.058
1978,5,-0.140
1978,6,-0.332
1978,7,-0.459
1978,8,-0.533
1978,9,-0.395
1978,10,-0.012
1978,11,0.098
1978,12,0.017
1979,1,-0.021
1979,2,-0.273
1979,3,-0.191
1979,4,0.166
1979,5,0.341
1979,6,0.200
1979,7,0.160
1979,8,0.044
1979,9,0.349
1979,10,0.363
1979,11,0.436
1979,12,0.420
1980,1,0.478
1980,2,0.330
1980,3,0.223
1980,4,0.479
1980,5,0.580
1980,6,0.289
1980,7,0.215
1980,8,0.111
1980,9,0.101
1980,10,0.240
1980,11,0.317
1980,12,0.363
1981,1,0.076
1981,2,-0.098
1981,3,-0.112
1981,4,-0.181
1981,5,-0.193
1981,6,-0.153
1981,7,-0.266
1981,8,-0.204
1981,9,-0.012
1981,10,0.131
1981,11,0.232
1981,12,0.147
1982,1,0.115
1982,2,0.211
1982,3,0.208
1982,4,0.382
1982,5,0.441
1982,6,0.656
1982,7,0.762
1982,8,0.921
1982,9,1.415
1982,10,1.687
1982,11,1.545
1982,12,1.754
1983,1,1.852
1983,2,1.783
1983,3,1.620
1983,4,1.286
1983,5,1.259
1983,6,1.347
1983,7,1.219
1983,8,0.880
1983,9,0.261
1983,10,-0.060
1983,11,-0.270
1983,12,0.058
1984,1,0.107
1984,2,0.137
1984,3,0.103
1984,4,-0.082
1984,5,-0.290
1984,6,-0.420
1984,7,-0.379
1984,8,-0.217
1984,9,-0.185
1984,10,-0.090
1984,11,-0.423
1984,12,-0.766
1985,1,-0.692
1985,2,-0.568
1985,3,-0.633
1985,4,-0.632
1985,5,-0.571
1985,6,-0.271
1985,7,-0.228
1985,8,-0.234
1985,9,-0.267
1985,10,-0.256
1985,11,-0.254
1985,12,-0.237
1986,1,-0.293
1986,2,-0.017
1986,3,0.156
1986,4,0.149
1986,5,0.008
1986,6,0.114
1986,7,0.464
1986,8,0.513
1986,9,0.515
1986,10,0.609
1986,11,1.008
1986,12,1.059
1987,1,0.825
1987,2,0.996
1987,3,1.145
1987,4,1.000
1987,5,1.094
1987,6,1.116
1987,7,1.461
1987,8,1.487
1987,9,1.628
1987,10,1.409
1987,11,1.193
1987,12,1.090
1988,1,0.657
1988,2,0.189
1988,3,0.251
1988,4,-0.021
1988,5,-0.427
1988,6,-0.893
1988,7,-1.062
1988,8,-0.889
1988,9,-0.870
1988,10,-1.399
1988,11,-1.290
1988,12,-1.355
1989,1,-1.476
1989,2,-1.111
1989,3,-0.957
1989,4,-0.724
1989,5,-0.673
1989,6,-0.420
1989,7,-0.340
1989,8,-0.512
1989,9,-0.534
1989,10,-0.542
1989,11,-0.620
1989,12,-0.078
1990,1,-0.050
1990,2,-0.023
1990,3,-0.202
1990,4,0.123
1990,5,-0.037
1990,6,-0.062
1990,7,-0.031
1990,8,0.161
1990,9,0.044
1990,10,-0.050
1990,11,-0.202
1990,12,-0.188
1991,1,0.054
1991,2,0.041
1991,3,0.053
1991,4,-0.004
1991,5,0.187
1991,6,0.277
1991,7,0.454
1991,8,0.500
1991,9,0.639
1991,10,0.793
1991,11,0.901
1991,12,1.000
1992,1,1.058
1992,2,0.997
1992,3,0.981
1992,4,1.206
1992,5,1.429
1992,6,1.082
1992,7,0.726
1992,8,0.574
1992,9,0.511
1992,10,0.543
1992,11,0.402
1992,12,0.376
1993,1,0.514
1993,2,0.699
1993,3,0.770
1993,4,1.027
1993,5,1.161
1993,6,1.016
1993,7,0.676
1993,8,0.743
1993,9,0.761
1993,10,0.721
1993,11,0.667
1993,12,0.710
1994,1,0.468
1994,2,0.230
1994,3,0.258
1994,4,0.614
1994,5,0.654
1994,6,0.618
1994,7,0.401
1994,8,0.255
1994,9,0.320
1994,10,0.660
1994,11,0.657
1994,12,0.691
1995,1,0.810
1995,2,0.682
1995,3,0.606
1995,4,0.379
1995,5,0.351
1995,6,0.471
1995,7,0.333
1995,8,-0.163
1995,9,-0.192
1995,10,-0.377
1995,11,-0.568
1995,12,-0.501
1996,1,-0.343
1996,2,-0.296
1996,3,-0.147
1996,4,-0.316
1996,5,-0.127
1996,6,-0.063
1996,7,-0.208
1996,8,-0.245
1996,9,-0.171
1996,10,-0.018
1996,11,0.067
1996,12,-0.297
1997,1,0.087
1997,2,-0.141
1997,3,0.018
1997,4,0.394
1997,5,0.792
1997,6,1.152
1997,7,1.306
1997,8,1.633
1997,9,1.749
1997,10,1.971
1997,11,2.031
1997,12,1.863
1998,1,1.963
1998,2,1.626
1998,3,1.253
1998,4,0.684
1998,5,0.345
1998,6,-0.102
1998,7,-0.466
1998,8,-0.449
1998,9,-0.755
1998,10,-1.150
1998,11,-1.083
1998,12,-1.169
1999,1,-1.281
1999,2,-1.213
1999,3,-1.133
1999,4,-1.279
1999,5,-1.099
1999,6,-1.259
1999,7,-1.042
1999,8,-1.035
1999,9,-1.222
1999,10,-1.459
1999,11,-1.443
1999,12,-1.345
2000,1,-1.340
2000,2,-1.102
2000,3,-0.860
2000,4,-0.687
2000,5,-0.932
2000,6,-0.902
2000,7,-0.876
2000,8,-0.815
2000,9,-0.679
2000,10,-0.797
2000,11,-0.689
2000,12,-0.634
2001,1,-0.468
2001,2,-0.597
2001,3,-0.385
2001,4,-0.501
2001,5,-0.516
2001,6,-0.530
2001,7,-0.591
2001,8,-0.321
2001,9,-0.468
2001,10,-0.606
2001,11,-0.749
2001,12,-0.716
2002,1,-0.399
2002,2,-0.459
2002,3,-0.234
2002,4,-0.087
2002,5,-0.006
2002,6,0.139
2002,7,0.130
2002,8,0.347
2002,9,0.328
2002,10,0.674
2002,11,1.073
2002,12,1.048
2003,1,0.724
2003,2,0.674
2003,3,0.550
2003,4,0.049
2003,5,-0.374
2003,6,-0.334
2003,7,0.124
2003,8,0.261
2003,9,-0.076
2003,10,0.353
2003,11,0.463
2003,12,0.278
2004,1,0.104
2004,2,-0.007
2004,3,0.079
2004,4,0.060
2004,5,-0.228
2004,6,-0.246
2004,7,-0.167
2004,8,0.084
2004,9,0.244
2004,10,0.239
2004,11,0.336
2004,12,0.577
2005,1,0.549
2005,2,0.035
2005,3,0.225
2005,4,0.145
2005,5,0.175
2005,6,-0.025
2005,7,-0.228
2005,8,-0.283
2005,9,-0.545
2005,10,-0.780
2005,11,-1.087
2005,12,-0.786
2006,1,-0.565
2006,2,-0.457
2006,3,-0.498
2006,4,-0.418
2006,5,-0.206
2006,6,0.020
2006,7,0.157
2006,8,0.318
2006,9,0.362
2006,10,0.716
2006,11,0.806
2006,12,1.065
2007,1,0.738
2007,2,0.265
2007,3,-0.016
2007,4,-0.028
2007,5,-0.318
2007,6,-0.244
2007,7,-0.267
2007,8,-0.555
2007,9,-0.976
2007,10,-1.312
2007,11,-1.333
2007,12,-1.250
2008,1,-1.461
2008,2,-1.402
2008,3,-1.151
2008,4,-1.038
2008,5,-0.746
2008,6,-0.667
2008,7,-0.475
2008,8,-0.308
2008,9,-0.489
2008,10,-0.603
2008,11,-0.720
2008,12,-0.956
2009,1,-0.972
2009,2,-0.938
2009,3,-0.856
2009,4,-0.399
2009,5,-0.025
2009,6,0.294
2009,7,0.296
2009,8,0.344
2009,9,0.588
2009,10,0.710
2009,11,0.920
2009,12,1.075
2010,1,0.899
2010,2,0.656
2010,3,0.334
2010,4,0.250
2010,5,-0.099
2010,6,-0.623
2010,7,-1.185
2010,8,-1.446
2010,9,-1.803
2010,10,-1.758
2010,11,-1.576
2010,12,-1.656
2011,1,-1.589
2011,2,-1.245
2011,3,-1.103
2011,4,-0.806
2011,5,-0.833
2011,6,-0.874
2011,7,-0.979
2011,8,-1.011
2011,9,-1.051
2011,10,-1.291
2011,11,-1.424
2011,12,-1.258
2012,1,-0.860
2012,2,-0.565
2012,3,-0.575
2012,4,-0.297
2012,5,-0.437
2012,6,-0.069
2012,7,-0.133
2012,8,-0.044
2012,9,-0.223
2012,10,-0.005
2012,11,0.216
2012,12,-0.229
2013,1,-0.427
2013,2,-0.454
2013,3,-0.451
2013,4,-0.410
2013,5,-0.540
2013,6,-0.690
2013,7,-0.860
2013,8,-0.907
2013,9,-0.725
2013,10,-0.580
2013,11,-0.537
2013,12,-0.506
2014,1,-0.502
2014,2,-0.427
2014,3,-0.009
2014,4,0.059
2014,5,0.236
2014,6,-0.070
2014,7,-0.079
2014,8,-0.182
2014,9,-0.046
2014,10,0.379
2014,11,0.655
2014,12,0.747
2015,1,0.521
2015,2,0.499
2015,3,0.307
2015,4,0.541
2015,5,0.531
2015,6,0.826
2015,7,0.942
2015,8,1.154
2015,9,1.521
2015,10,1.550
2015,11,1.591
2015,12,1.597
2016,1,1.560
2016,2,1.153
2016,3,1.110
2016,4,0.762
2016,5,0.301
2016,6,0.058
2016,7,-0.280
2016,8,-0.381
2016,9,-0.647
2016,10,-0.829
2016,11,-0.454
2016,12,-0.223
2017,1,-0.116
2017,2,0.026
2017,3,-0.036
2017,4,0.048
2017,5,0.025
2017,6,-0.077
2017,7,-0.275
2017,8,-0.431
2017,9,-0.587
2017,10,-0.801
2017,11,-0.916
2017,12,-1.038
2018,1,-1.144
2018,2,-1.035
2018,3,-1.128
2018,4,-0.775
2018,5,-0.639
2018,6,-0.566
2018,7,-0.301
2018,8,-0.237
2018,9,-0.228
2018,10,-0.035
2018,11,0.040
2018,12,0.123
2019,1,0.034
2019,2,-0.111
2019,3,0.018
2019,4,0.082
2019,5,0.147
2019,6,0.022
