#Source: https://www.esrl.noaa.gov/psd/gcos_wgsp/Timeseries/Data/nino34.long.data
#Detail: NINO34 (actual value, not anomaly)
#Detail: Monthly time step
Year,Month,Value
2000,3,26.000
2000,4,26.970
2000,5,27.070
2000,6,26.930
2000,7,26.650
2000,8,26.520
2000,9,26.360
2000,10,26.180
2000,11,25.910
2000,12,25.670
2001,1,25.700
2001,2,26.130
2001,3,26.780
2001,4,27.470
2001,5,27.570
2001,6,27.580
2001,7,27.240
2001,8,26.800
2001,9,26.470
2001,10,26.470
2001,11,26.370
2001,12,26.130
2002,1,26.440
2002,2,26.760
2002,3,27.360
2002,4,27.910
2002,5,28.070
2002,6,28.370
2002,7,27.800
2002,8,27.570
2002,9,27.570
2002,10,27.890
2002,11,28.060
2002,12,28.000
2003,1,27.560
2003,2,27.400
2003,3,27.740
2003,4,27.740
2003,5,27.340
2003,6,27.500
2003,7,27.370
2003,8,26.920
2003,9,26.900
2003,10,27.190
2003,11,27.050
2003,12,26.910
2004,1,26.840
2004,2,26.930
2004,3,27.160
2004,4,27.830
2004,5,27.960
2004,6,27.820
2004,7,27.640
2004,8,27.540
2004,9,27.420
2004,10,27.460
2004,11,27.270
2004,12,27.300
2005,1,27.140
2005,2,27.020
2005,3,27.540
2005,4,28.050
2005,5,28.160
2005,6,27.910
2005,7,27.220
2005,8,26.830
2005,9,26.670
2005,10,26.590
2005,11,26.210
2005,12,25.830
2006,1,25.600
2006,2,26.050
2006,3,26.530
2006,4,27.470
2006,5,27.760
2006,6,27.780
2006,7,27.250
2006,8,27.250
2006,9,27.380
2006,10,27.490
2006,11,27.640
2006,12,27.690
2007,1,27.170
2007,2,26.880
2007,3,27.110
2007,4,27.610
2007,5,27.470
2007,6,27.520
2007,7,26.860
2007,8,26.310
2007,9,25.710
2007,10,25.330
2007,11,25.070
2007,12,24.980
2008,1,24.790
2008,2,25.070
2008,3,26.090
2008,4,26.880
2008,5,27.220
2008,6,27.240
2008,7,27.190
2008,8,26.830
2008,9,26.470
2008,10,26.430
2008,11,26.290
2008,12,25.690
2009,1,25.580
2009,2,26.050
2009,3,26.540
2009,4,27.520
2009,5,28.040
2009,6,28.170
2009,7,27.910
2009,8,27.490
2009,9,27.430
2009,10,27.690
2009,11,28.150
2009,12,28.400
2010,1,28.000
2010,2,27.940
2010,3,28.330
2010,4,28.330
2010,5,27.720
2010,6,27.070
2010,7,26.340
2010,8,25.550
2010,9,25.190
2010,10,25.080
2010,11,25.080
2010,12,24.950
2011,1,24.880
2011,2,25.500
2011,3,26.270
2011,4,27.030
2011,5,27.340
2011,6,27.430
2011,7,27.000
2011,8,26.220
2011,9,25.990
2011,10,25.810
2011,11,25.560
2011,12,25.540
2012,1,25.650
2012,2,26.150
2012,3,26.780
2012,4,27.480
2012,5,27.690
2012,6,27.820
2012,7,27.660
2012,8,27.540
2012,9,27.190
2012,10,26.960
2012,11,26.980
2012,12,26.450
2013,1,26.160
2013,2,26.360
2013,3,27.120
2013,4,27.690
2013,5,27.590
2013,6,27.360
2013,7,26.940
2013,8,26.590
2013,9,26.660
2013,10,26.490
2013,11,26.640
2013,12,26.500
2014,1,26.160
2014,2,26.310
2014,3,27.190
2014,4,28.050
2014,5,28.320
2014,6,28.160
2014,7,27.360
2014,8,27.020
2014,9,27.120
2014,10,27.220
2014,11,27.540
2014,12,27.360
2015,1,27.170
2015,2,27.340
2015,3,27.730
2015,4,28.670
2015,5,28.900
2015,6,28.960
2015,7,28.780
2015,8,28.750
2015,9,28.760
2015,10,28.940
2015,11,29.230
2015,12,29.140
2016,1,29.140
2016,2,28.870
2016,3,28.860
2016,4,28.820
2016,5,28.320
2016,6,27.750
2016,7,26.970
2016,8,26.400
2016,9,26.290
2016,10,25.990
2016,11,26.020
2016,12,26.070
2017,1,26.240
2017,2,26.750
2017,3,27.170
2017,4,27.990
2017,5,28.170
2017,6,27.910
2017,7,27.440
2017,8,26.690
2017,9,26.200
2017,10,26.210
2017,11,25.810
2017,12,25.740
2018,1,25.720
2018,2,26.030
2018,3,26.530
2018,4,27.410
2018,5,27.750
2018,6,27.810
2018,7,27.490
2018,8,26.930
2018,9,27.050
2018,10,27.570
2018,11,27.650
2018,12,27.560
2019,1,27.090
2019,2,27.380
2019,3,28.060
2019,4,28.440
