climate_index,DatasetID,ccf,catchment,Proxy_Timespan,StartYear,EndYear,maxcorr,lag_match
spei_36m__1yr_wy7,Dataset_151,0.386726574,daintree,215,1781.5,1996.5,0.386726574,-5
spei_36m__1yr_wy7,Dataset_339,0.378639505,daintree,868,1140,2008,0.378639505,-2
spei_36m__1yr_wy7,Dataset_466,0.366164589,daintree,1278.3,718.1,1996.4,0.366164589,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_335,0.483208855,daintree,1149,851,2000,0.483208855,0
spei_48m__1yr_wy7__QFCD_D3,Dataset_266,0.409553526,daintree,347,1646,1993,0.409553526,-5
spei_48m__1yr_wy7__QFCD_D3,Dataset_150,0.408815548,daintree,215,1781.5,1996.5,0.408815548,-2
spei_48m__1yr_wy7__QFCD_D3,Dataset_151,0.408815548,daintree,215,1781.5,1996.5,0.408815548,-2
spei_48m__1yr_wy7__QFCD_D3,Dataset_467,0.407295722,daintree,1278.3,718.1,1996.4,0.407295722,5
spei_48m__1yr_wy7__QFCD_D3,Dataset_265,0.404125608,daintree,347,1646,1993,0.404125608,-5
spei_48m__1yr_wy7__QFCD_D3,Dataset_148,0.39406067,daintree,215,1781.5,1996.5,0.39406067,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_149,0.39406067,daintree,215,1781.5,1996.5,0.39406067,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_629,0.391312149,daintree,573,1403,1976,0.391312149,-1
spei_48m__1yr_wy7__QFCD_D3,Dataset_157,0.390914171,daintree,235,1758,1993,0.390914171,3
spei_48m__1yr_wy7__QFCD_D3,Dataset_207,0.360045465,daintree,432,1560,1992,0.360045465,2
spei_48m__1yr_wy7,Dataset_582,0.605064971,daintree,1377.9,627.5,2005.4,0.605064971,-2
spei_48m__1yr_wy7,Dataset_454,0.595730971,daintree,1117.9,881.2,1999.1,0.595730971,2
spei_48m__1yr_wy7,Dataset_495,0.586140337,daintree,306.8,1663.9,1970.7,0.586140337,-2
spei_48m__1yr_wy7,Dataset_396,0.580851517,daintree,280,1718,1998,0.580851517,0
spei_48m__1yr_wy7,Dataset_457,0.560151165,daintree,1279.2,727.9,2007.1,0.560151165,5
spei_48m__1yr_wy7,Dataset_375,0.558808008,daintree,275.1,1711.5,1986.6,0.558808008,-4
spei_48m__1yr_wy7,Dataset_467,0.549382653,daintree,1278.3,718.1,1996.4,0.549382653,-1
spei_48m__1yr_wy7,Dataset_148,0.547566921,daintree,215,1781.5,1996.5,0.547566921,-5
spei_48m__1yr_wy7,Dataset_149,0.547566921,daintree,215,1781.5,1996.5,0.547566921,-5
spei_48m__1yr_wy7,Dataset_335,0.541947881,daintree,1149,851,2000,0.541947881,5
spei_48m__1yr_wy7,Dataset_252,0.539203927,daintree,270,1726.78,1996.91,0.539203927,5
spei_48m__1yr_wy7,Dataset_462,0.51979964,daintree,1279.2,727.9,2007.1,0.51979964,4
spei_48m__1yr_wy7,Dataset_437,0.504058559,daintree,861,1144,2005,0.504058559,4
spei_48m__1yr_wy7,Dataset_536,0.502998391,daintree,2078.7,-95.3,1983.4,0.502998391,-1
spei_48m__1yr_wy7,Dataset_337,0.49539755,daintree,1382,627,2009,0.49539755,4
spei_48m__1yr_wy7,Dataset_464,0.494610512,daintree,1278.3,718.1,1996.4,0.494610512,-3
spei_48m__1yr_wy7,Dataset_441,0.489101736,daintree,2079.1,-95.1,1984,0.489101736,-1
spei_48m__1yr_wy7,Dataset_465,0.486097694,daintree,1278.3,718.1,1996.4,0.486097694,-5
spei_48m__1yr_wy7,Dataset_266,0.484446925,daintree,347,1646,1993,0.484446925,-5
spei_48m__1yr_wy7,Dataset_157,0.482849064,daintree,235,1758,1993,0.482849064,5
spei_48m__1yr_wy7,Dataset_265,0.470790067,daintree,347,1646,1993,0.470790067,-5
spei_48m__1yr_wy7,Dataset_342,0.455379027,daintree,1382,627,2009,0.455379027,-3
spei_48m__1yr_wy7,Dataset_144.4,0.452170689,daintree,389.9609807,1572.984119,1962.9451,0.452170689,-5
spei_48m__1yr_wy7,Dataset_150,0.445454787,daintree,215,1781.5,1996.5,0.445454787,-5
spei_48m__1yr_wy7,Dataset_151,0.445454787,daintree,215,1781.5,1996.5,0.445454787,-5
spei_48m__1yr_wy7,Dataset_237,0.44483542,daintree,451,1547,1998,0.44483542,5
spei_48m__1yr_wy7,Dataset_586,0.439135899,daintree,443,1551,1994,0.439135899,-3
spei_48m__1yr_wy7,Dataset_156,0.433879765,daintree,542,1457,1999,0.433879765,2
spei_48m__1yr_wy7,Dataset_277,0.430264759,daintree,335,1657.75,1992.75,0.430264759,4
spei_48m__1yr_wy7,Dataset_153,0.419523089,daintree,384,1617.5,2001.5,0.419523089,1
spei_48m__1yr_wy7,Dataset_154,0.419523089,daintree,384,1617.5,2001.5,0.419523089,1
spei_48m__1yr_wy7,Dataset_144.3,0.418579773,daintree,446.3,1557.2,2003.5,0.418579773,4
spei_48m__1yr_wy7,Dataset_249,0.388833277,daintree,234,1762,1996,0.388833277,-5
spei_48m__1yr_wy7,Dataset_466,0.37789272,daintree,1278.3,718.1,1996.4,0.37789272,-5
spei_48m__1yr_wy7,Dataset_339,0.365630027,daintree,868,1140,2008,0.365630027,-1
spei_48m__1yr_wy7,Dataset_406,0.35989447,daintree,2003,1,2004,0.35989447,-1
spei_48m__1yr_wy7,Dataset_583,0.356465958,daintree,564,1430,1994,0.356465958,-3
spei_48m__1yr_wy7,Dataset_392.3,0.352682965,daintree,587.32,1423.23,2010.55,0.352682965,-2
spi_12m__1yr_wy7,Dataset_269,0.461187676,daintree,373,1612,1985,0.461187676,-1
spi_12m__1yr_wy7,Dataset_457,0.379191868,daintree,1279.2,727.9,2007.1,0.379191868,4
spi_12m__1yr_wy7,Dataset_252,0.379017632,daintree,270,1726.78,1996.91,0.379017632,3
spi_12m__1yr_wy7,Dataset_157,0.371695087,daintree,235,1758,1993,0.371695087,3
spi_12m__1yr_wy7,Dataset_153,0.358763106,daintree,384,1617.5,2001.5,0.358763106,-1
spi_12m__1yr_wy7,Dataset_154,0.358763106,daintree,384,1617.5,2001.5,0.358763106,-1
spi_12m__1yr_wy7,Dataset_237,0.358376634,daintree,451,1547,1998,0.358376634,5
spi_12m__1yr_wy7,Dataset_467,0.357069719,daintree,1278.3,718.1,1996.4,0.357069719,-2
spi_12m__1yr_wy7,Dataset_148,0.356535143,daintree,215,1781.5,1996.5,0.356535143,-1
spi_12m__1yr_wy7,Dataset_149,0.356535143,daintree,215,1781.5,1996.5,0.356535143,-1
avg_temp__1yr_wy7,Dataset_461,0.510799472,fitzroy,1279.2,727.9,2007.1,0.510799472,-1
avg_temp__1yr_wy7,Dataset_457,0.494323807,fitzroy,1279.2,727.9,2007.1,0.494323807,-1
avg_temp__1yr_wy7,Dataset_456,0.425029114,fitzroy,1288,719.1,2007.1,0.425029114,2
avg_temp__1yr_wy7,Dataset_465,0.405028115,fitzroy,1278.3,718.1,1996.4,0.405028115,4
avg_temp__1yr_wy7,Dataset_458,0.403388268,fitzroy,1279.2,727.9,2007.1,0.403388268,-2
avg_temp__1yr_wy7,Dataset_464,0.400470217,fitzroy,1278.3,718.1,1996.4,0.400470217,3
avg_temp__1yr_wy7,Dataset_459,0.368525577,fitzroy,1279.2,727.9,2007.1,0.368525577,-4
avg_temp__1yr_wy7,Dataset_268,0.361249052,fitzroy,425,1577,2002,0.361249052,1
avg_temp__1yr_wy7,Dataset_342,0.355179999,fitzroy,1382,627,2009,0.355179999,4
avg_temp__1yr_wy7,Dataset_466,0.355026494,fitzroy,1278.3,718.1,1996.4,0.355026494,5
et_morton_potential__1yr_wy7,Dataset_269,0.46934026,fitzroy,373,1612,1985,0.46934026,-1
et_morton_potential__1yr_wy7,Dataset_242,0.420080152,fitzroy,225,1776,2001,0.420080152,-1
et_morton_potential__1yr_wy7,Dataset_8,0.409280184,fitzroy,346,1639,1985,0.409280184,-1
et_morton_potential__1yr_wy7,Dataset_229,0.380833794,fitzroy,729,1269,1998,0.380833794,1
et_morton_potential__1yr_wy7,Dataset_144.2,0.379450928,fitzroy,389.9609807,1572.984119,1962.9451,0.379450928,2
et_morton_potential__1yr_wy7,Dataset_246,0.378761812,fitzroy,978,1030,2008,0.378761812,-1
et_morton_potential__1yr_wy7,Dataset_11,0.355264441,fitzroy,323,1661,1984,0.355264441,-1
rain__1yr_wy7,Dataset_269,0.648372056,fitzroy,373,1612,1985,0.648372056,-1
rain__1yr_wy7,Dataset_8,0.647106822,fitzroy,346,1639,1985,0.647106822,-1
rain__1yr_wy7,Dataset_11,0.488347079,fitzroy,323,1661,1984,0.488347079,-1
rain__1yr_wy7,Dataset_17,0.436811222,fitzroy,310,1685,1995,0.436811222,-1
rain__1yr_wy7,Dataset_246,0.396272812,fitzroy,978,1030,2008,0.396272812,-1
rain__1yr_wy7,Dataset_205,0.383528498,fitzroy,314,1678,1992,0.383528498,-5
rain__1yr_wy7,Dataset_245,0.365038421,fitzroy,758,1250,2008,0.365038421,-1
rain__1yr_wy7,Dataset_242,0.363325407,fitzroy,225,1776,2001,0.363325407,-1
rain__1yr_wy7,Dataset_204,0.350131221,fitzroy,318,1674,1992,0.350131221,-5
spei_12m__1yr_wy7,Dataset_269,0.602673012,fitzroy,373,1612,1985,0.602673012,-1
spei_12m__1yr_wy7,Dataset_8,0.577927476,fitzroy,346,1639,1985,0.577927476,-1
spei_12m__1yr_wy7,Dataset_11,0.457185013,fitzroy,323,1661,1984,0.457185013,-1
spei_12m__1yr_wy7,Dataset_242,0.420154899,fitzroy,225,1776,2001,0.420154899,-1
spei_12m__1yr_wy7,Dataset_246,0.416591118,fitzroy,978,1030,2008,0.416591118,-1
spei_12m__1yr_wy7,Dataset_245,0.378237919,fitzroy,758,1250,2008,0.378237919,-1
spei_12m__1yr_wy7,Dataset_17,0.368719146,fitzroy,310,1685,1995,0.368719146,-1
spei_12m__1yr_wy7,Dataset_229,0.362508621,fitzroy,729,1269,1998,0.362508621,1
spei_24m__1yr_wy7,Dataset_439,0.51161525,fitzroy,2079.1,-95.1,1984,0.51161525,-4
spei_24m__1yr_wy7,Dataset_539,0.509250923,fitzroy,2078.7,-95.3,1983.4,0.509250923,-4
spei_24m__1yr_wy7,Dataset_242,0.463051488,fitzroy,225,1776,2001,0.463051488,0
spei_24m__1yr_wy7,Dataset_269,0.388946361,fitzroy,373,1612,1985,0.388946361,0
spei_24m__1yr_wy7,Dataset_8,0.384429517,fitzroy,346,1639,1985,0.384429517,0
spei_24m__1yr_wy7,Dataset_605,0.368290489,fitzroy,284,1711,1995,0.368290489,1
spei_24m__1yr_wy7,Dataset_608,0.364563142,fitzroy,249,1745,1994,0.364563142,1
spei_24m__1yr_wy7,Dataset_392.3,0.357691535,fitzroy,587.32,1423.23,2010.55,0.357691535,4
spei_24m__1yr_wy7,Dataset_229,0.354011057,fitzroy,729,1269,1998,0.354011057,1
spei_24m__1yr_wy7,Dataset_604,0.353830044,fitzroy,287,1708,1995,0.353830044,1
spei_24m__1yr_wy7,Dataset_618,0.351632848,fitzroy,283,1712,1995,0.351632848,1
spei_36m__1yr_wy7,Dataset_539,0.558658507,fitzroy,2078.7,-95.3,1983.4,0.558658507,-4
spei_36m__1yr_wy7,Dataset_439,0.557276085,fitzroy,2079.1,-95.1,1984,0.557276085,-4
spei_36m__1yr_wy7,Dataset_242,0.426556629,fitzroy,225,1776,2001,0.426556629,0
spei_36m__1yr_wy7,Dataset_605,0.421740264,fitzroy,284,1711,1995,0.421740264,1
spei_36m__1yr_wy7,Dataset_616,0.396947388,fitzroy,250,1744,1994,0.396947388,1
spei_36m__1yr_wy7,Dataset_604,0.393232363,fitzroy,287,1708,1995,0.393232363,1
spei_36m__1yr_wy7,Dataset_606,0.378215783,fitzroy,250,1744,1994,0.378215783,1
spei_36m__1yr_wy7,Dataset_392.3,0.371235827,fitzroy,587.32,1423.23,2010.55,0.371235827,5
spei_36m__1yr_wy7,Dataset_17,0.365629848,fitzroy,310,1685,1995,0.365629848,0
spei_36m__1yr_wy7,Dataset_229,0.36038006,fitzroy,729,1269,1998,0.36038006,3
spei_36m__1yr_wy7,Dataset_607,0.35939731,fitzroy,251,1743,1994,0.35939731,1
spei_36m__1yr_wy7,Dataset_467,0.353543463,fitzroy,1278.3,718.1,1996.4,0.353543463,5
spei_36m__1yr_wy7,Dataset_617,0.350906322,fitzroy,249,1745,1994,0.350906322,1
spei_48m__1yr_wy7__QFCD_D3,Dataset_459,0.372991552,fitzroy,1279.2,727.9,2007.1,0.372991552,-2
spei_48m__1yr_wy7__QFCD_D3,Dataset_579,0.350531413,fitzroy,1381.8,627.5,2009.3,0.350531413,-4
spei_48m__1yr_wy7,Dataset_439,0.585340862,fitzroy,2079.1,-95.1,1984,0.585340862,-3
spei_48m__1yr_wy7,Dataset_539,0.578358476,fitzroy,2078.7,-95.3,1983.4,0.578358476,-3
spei_48m__1yr_wy7,Dataset_217,0.405961115,fitzroy,362,1628,1990,0.405961115,-2
spei_48m__1yr_wy7,Dataset_216,0.395975128,fitzroy,365,1625,1990,0.395975128,-2
spei_48m__1yr_wy7,Dataset_605,0.391827746,fitzroy,284,1711,1995,0.391827746,2
spei_48m__1yr_wy7,Dataset_392.3,0.378256986,fitzroy,587.32,1423.23,2010.55,0.378256986,5
spei_48m__1yr_wy7,Dataset_242,0.375907698,fitzroy,225,1776,2001,0.375907698,1
spei_48m__1yr_wy7,Dataset_604,0.374207099,fitzroy,287,1708,1995,0.374207099,2
spei_48m__1yr_wy7,Dataset_229,0.363887392,fitzroy,729,1269,1998,0.363887392,3
spei_48m__1yr_wy7,Dataset_616,0.356308759,fitzroy,250,1744,1994,0.356308759,1
spi_12m__1yr_wy7,Dataset_269,0.648372056,fitzroy,373,1612,1985,0.648372056,-1
spi_12m__1yr_wy7,Dataset_8,0.647106822,fitzroy,346,1639,1985,0.647106822,-1
spi_12m__1yr_wy7,Dataset_11,0.488347079,fitzroy,323,1661,1984,0.488347079,-1
spi_12m__1yr_wy7,Dataset_17,0.436811222,fitzroy,310,1685,1995,0.436811222,-1
spi_12m__1yr_wy7,Dataset_246,0.396272812,fitzroy,978,1030,2008,0.396272812,-1
spi_12m__1yr_wy7,Dataset_205,0.383528498,fitzroy,314,1678,1992,0.383528498,-5
spi_12m__1yr_wy7,Dataset_245,0.365038421,fitzroy,758,1250,2008,0.365038421,-1
spi_12m__1yr_wy7,Dataset_242,0.363325407,fitzroy,225,1776,2001,0.363325407,-1
spi_12m__1yr_wy7,Dataset_204,0.350131221,fitzroy,318,1674,1992,0.350131221,-5
avg_temp__1yr_wy7,Dataset_461,0.688391894,fraser_island,1279.2,727.9,2007.1,0.688391894,-1
avg_temp__1yr_wy7,Dataset_199,0.640191574,fraser_island,7736,-5743,1993,0.640191574,-4
avg_temp__1yr_wy7,Dataset_337,0.635283567,fraser_island,1382,627,2009,0.635283567,2
avg_temp__1yr_wy7,Dataset_465,0.626924789,fraser_island,1278.3,718.1,1996.4,0.626924789,-1
avg_temp__1yr_wy7,Dataset_198,0.621032123,fraser_island,7736,-5743,1993,0.621032123,-4
avg_temp__1yr_wy7,Dataset_342,0.610296686,fraser_island,1382,627,2009,0.610296686,5
avg_temp__1yr_wy7,Dataset_464,0.590449109,fraser_island,1278.3,718.1,1996.4,0.590449109,-1
avg_temp__1yr_wy7,Dataset_466,0.561029298,fraser_island,1278.3,718.1,1996.4,0.561029298,3
avg_temp__1yr_wy7,Dataset_457,0.55847317,fraser_island,1279.2,727.9,2007.1,0.55847317,5
avg_temp__1yr_wy7,Dataset_437,0.551593898,fraser_island,861,1144,2005,0.551593898,5
avg_temp__1yr_wy7,Dataset_405,0.545586026,fraser_island,2003,1,2004,0.545586026,-4
avg_temp__1yr_wy7,Dataset_459,0.516597311,fraser_island,1279.2,727.9,2007.1,0.516597311,1
avg_temp__1yr_wy7,Dataset_456,0.490305847,fraser_island,1288,719.1,2007.1,0.490305847,-4
avg_temp__1yr_wy7,Dataset_454,0.488647699,fraser_island,1117.9,881.2,1999.1,0.488647699,5
avg_temp__1yr_wy7,Dataset_458,0.460502687,fraser_island,1279.2,727.9,2007.1,0.460502687,0
avg_temp__1yr_wy7,Dataset_579,0.45643553,fraser_island,1381.8,627.5,2009.3,0.45643553,0
avg_temp__1yr_wy7,Dataset_578,0.423049866,fraser_island,1381.8,627.5,2009.3,0.423049866,0
avg_temp__1yr_wy7,Dataset_237,0.405087972,fraser_island,451,1547,1998,0.405087972,5
avg_temp__1yr_wy7,Dataset_577,0.400551297,fraser_island,1394.6,614.7,2009.3,0.400551297,1
avg_temp__1yr_wy7,Dataset_586,0.37092153,fraser_island,443,1551,1994,0.37092153,3
avg_temp__1yr_wy7,Dataset_249,0.359207429,fraser_island,234,1762,1996,0.359207429,1
et_morton_potential__1yr_wy7,Dataset_11,0.423283178,fraser_island,323,1661,1984,0.423283178,-1
et_morton_potential__1yr_wy7,Dataset_156,0.391075364,fraser_island,542,1457,1999,0.391075364,2
et_morton_potential__1yr_wy7,Dataset_342,0.366532035,fraser_island,1382,627,2009,0.366532035,-4
et_morton_potential__1yr_wy7,Dataset_246,0.359049673,fraser_island,978,1030,2008,0.359049673,-1
et_morton_potential__1yr_wy7,Dataset_240,0.357165849,fraser_island,374,1607,1981,0.357165849,0
et_morton_potential__1yr_wy7,Dataset_269,0.355570263,fraser_island,373,1612,1985,0.355570263,-1
spei_12m__1yr_wy7,Dataset_11,0.38263359,fraser_island,323,1661,1984,0.38263359,-1
spei_12m__1yr_wy7,Dataset_269,0.378435051,fraser_island,373,1612,1985,0.378435051,-1
spei_12m__1yr_wy7,Dataset_8,0.373399861,fraser_island,346,1639,1985,0.373399861,-1
spei_24m__1yr_wy7,Dataset_342,0.427806463,fraser_island,1382,627,2009,0.427806463,-4
spei_24m__1yr_wy7,Dataset_235,0.408205786,fraser_island,423,1559,1982,0.408205786,1
spei_24m__1yr_wy7,Dataset_268,0.401760218,fraser_island,425,1577,2002,0.401760218,1
spei_24m__1yr_wy7,Dataset_457,0.397874059,fraser_island,1279.2,727.9,2007.1,0.397874059,-4
spei_24m__1yr_wy7,Dataset_465,0.382483536,fraser_island,1278.3,718.1,1996.4,0.382483536,-1
spei_24m__1yr_wy7,Dataset_464,0.380374786,fraser_island,1278.3,718.1,1996.4,0.380374786,-1
spei_24m__1yr_wy7,Dataset_619,0.36751569,fraser_island,364,1629,1993,0.36751569,0
spei_24m__1yr_wy7,Dataset_466,0.359253786,fraser_island,1278.3,718.1,1996.4,0.359253786,4
spei_36m__1yr_wy7,Dataset_461,0.56139545,fraser_island,1279.2,727.9,2007.1,0.56139545,0
spei_36m__1yr_wy7,Dataset_337,0.515676227,fraser_island,1382,627,2009,0.515676227,-2
spei_36m__1yr_wy7,Dataset_235,0.503086606,fraser_island,423,1559,1982,0.503086606,2
spei_36m__1yr_wy7,Dataset_342,0.495849835,fraser_island,1382,627,2009,0.495849835,-3
spei_36m__1yr_wy7,Dataset_457,0.492063938,fraser_island,1279.2,727.9,2007.1,0.492063938,-4
spei_36m__1yr_wy7,Dataset_465,0.460486719,fraser_island,1278.3,718.1,1996.4,0.460486719,5
spei_36m__1yr_wy7,Dataset_437,0.451807358,fraser_island,861,1144,2005,0.451807358,5
spei_36m__1yr_wy7,Dataset_464,0.439702115,fraser_island,1278.3,718.1,1996.4,0.439702115,-1
spei_36m__1yr_wy7,Dataset_466,0.427467765,fraser_island,1278.3,718.1,1996.4,0.427467765,-5
spei_36m__1yr_wy7,Dataset_459,0.410551823,fraser_island,1279.2,727.9,2007.1,0.410551823,1
spei_36m__1yr_wy7,Dataset_606,0.405057811,fraser_island,250,1744,1994,0.405057811,1
spei_36m__1yr_wy7,Dataset_619,0.394138836,fraser_island,364,1629,1993,0.394138836,2
spei_36m__1yr_wy7,Dataset_607,0.38362544,fraser_island,251,1743,1994,0.38362544,1
spei_36m__1yr_wy7,Dataset_144.4,0.379990005,fraser_island,389.9609807,1572.984119,1962.9451,0.379990005,-1
spei_36m__1yr_wy7,Dataset_268,0.37932123,fraser_island,425,1577,2002,0.37932123,2
spei_36m__1yr_wy7,Dataset_580,0.371221084,fraser_island,1381.8,627.5,2009.3,0.371221084,2
spei_36m__1yr_wy7,Dataset_204,0.360061447,fraser_island,318,1674,1992,0.360061447,-5
spei_36m__1yr_wy7,Dataset_238,0.352297989,fraser_island,261,1720,1981,0.352297989,-5
spei_36m__1yr_wy7,Dataset_205,0.352069362,fraser_island,314,1678,1992,0.352069362,-4
spei_48m__1yr_wy7__QFCD_D3,Dataset_374,0.460893271,fraser_island,275.1,1711.5,1986.6,0.460893271,-2
spei_48m__1yr_wy7__QFCD_D3,Dataset_406,0.41262773,fraser_island,2003,1,2004,0.41262773,-4
spei_48m__1yr_wy7__QFCD_D3,Dataset_577,0.401721599,fraser_island,1394.6,614.7,2009.3,0.401721599,-5
spei_48m__1yr_wy7,Dataset_461,0.612119322,fraser_island,1279.2,727.9,2007.1,0.612119322,0
spei_48m__1yr_wy7,Dataset_337,0.593887915,fraser_island,1382,627,2009,0.593887915,-2
spei_48m__1yr_wy7,Dataset_342,0.569911086,fraser_island,1382,627,2009,0.569911086,-2
spei_48m__1yr_wy7,Dataset_457,0.553561195,fraser_island,1279.2,727.9,2007.1,0.553561195,-3
spei_48m__1yr_wy7,Dataset_465,0.527465223,fraser_island,1278.3,718.1,1996.4,0.527465223,5
spei_48m__1yr_wy7,Dataset_235,0.5260675,fraser_island,423,1559,1982,0.5260675,2
spei_48m__1yr_wy7,Dataset_437,0.508210335,fraser_island,861,1144,2005,0.508210335,3
spei_48m__1yr_wy7,Dataset_466,0.506914486,fraser_island,1278.3,718.1,1996.4,0.506914486,-3
spei_48m__1yr_wy7,Dataset_464,0.489186419,fraser_island,1278.3,718.1,1996.4,0.489186419,0
spei_48m__1yr_wy7,Dataset_144.4,0.467429881,fraser_island,389.9609807,1572.984119,1962.9451,0.467429881,0
spei_48m__1yr_wy7,Dataset_453,0.456317267,fraser_island,1117.9,881.2,1999.1,0.456317267,0
spei_48m__1yr_wy7,Dataset_459,0.456038055,fraser_island,1279.2,727.9,2007.1,0.456038055,1
spei_48m__1yr_wy7,Dataset_619,0.435494593,fraser_island,364,1629,1993,0.435494593,3
spei_48m__1yr_wy7,Dataset_578,0.431091347,fraser_island,1381.8,627.5,2009.3,0.431091347,-5
spei_48m__1yr_wy7,Dataset_458,0.425220611,fraser_island,1279.2,727.9,2007.1,0.425220611,-4
spei_48m__1yr_wy7,Dataset_268,0.417817708,fraser_island,425,1577,2002,0.417817708,3
spei_48m__1yr_wy7,Dataset_577,0.416084052,fraser_island,1394.6,614.7,2009.3,0.416084052,-4
spei_48m__1yr_wy7,Dataset_579,0.410405899,fraser_island,1381.8,627.5,2009.3,0.410405899,-1
spei_48m__1yr_wy7,Dataset_606,0.393885719,fraser_island,250,1744,1994,0.393885719,2
spei_48m__1yr_wy7,Dataset_339,0.38295504,fraser_island,868,1140,2008,0.38295504,5
spei_48m__1yr_wy7,Dataset_580,0.37667409,fraser_island,1381.8,627.5,2009.3,0.37667409,3
spei_48m__1yr_wy7,Dataset_405,0.373932299,fraser_island,2003,1,2004,0.373932299,3
spei_48m__1yr_wy7,Dataset_620,0.372565113,fraser_island,363,1630,1993,0.372565113,3
spei_48m__1yr_wy7,Dataset_607,0.355380602,fraser_island,251,1743,1994,0.355380602,2
avg_temp__1yr_wy7,Dataset_337,0.493453858,herbert,1382,627,2009,0.493453858,3
avg_temp__1yr_wy7,Dataset_467,0.459266891,herbert,1278.3,718.1,1996.4,0.459266891,-2
et_morton_potential__1yr_wy7,Dataset_465,0.621096563,herbert,1278.3,718.1,1996.4,0.621096563,-4
et_morton_potential__1yr_wy7,Dataset_437,0.582707329,herbert,861,1144,2005,0.582707329,1
et_morton_potential__1yr_wy7,Dataset_342,0.575864435,herbert,1382,627,2009,0.575864435,1
et_morton_potential__1yr_wy7,Dataset_337,0.572662831,herbert,1382,627,2009,0.572662831,-5
et_morton_potential__1yr_wy7,Dataset_466,0.57181604,herbert,1278.3,718.1,1996.4,0.57181604,-5
et_morton_potential__1yr_wy7,Dataset_464,0.569461013,herbert,1278.3,718.1,1996.4,0.569461013,-4
et_morton_potential__1yr_wy7,Dataset_457,0.532861381,herbert,1279.2,727.9,2007.1,0.532861381,2
et_morton_potential__1yr_wy7,Dataset_461,0.52474964,herbert,1279.2,727.9,2007.1,0.52474964,2
et_morton_potential__1yr_wy7,Dataset_269,0.480045629,herbert,373,1612,1985,0.480045629,-1
et_morton_potential__1yr_wy7,Dataset_405,0.477310967,herbert,2003,1,2004,0.477310967,-5
et_morton_potential__1yr_wy7,Dataset_454,0.459834117,herbert,1117.9,881.2,1999.1,0.459834117,-5
et_morton_potential__1yr_wy7,Dataset_240,0.459236537,herbert,374,1607,1981,0.459236537,2
et_morton_potential__1yr_wy7,Dataset_459,0.436181838,herbert,1279.2,727.9,2007.1,0.436181838,2
et_morton_potential__1yr_wy7,Dataset_249,0.429017366,herbert,234,1762,1996,0.429017366,-1
et_morton_potential__1yr_wy7,Dataset_586,0.419163351,herbert,443,1551,1994,0.419163351,-4
et_morton_potential__1yr_wy7,Dataset_8,0.399767424,herbert,346,1639,1985,0.399767424,-1
et_morton_potential__1yr_wy7,Dataset_242,0.398529576,herbert,225,1776,2001,0.398529576,-1
et_morton_potential__1yr_wy7,Dataset_156,0.391247942,herbert,542,1457,1999,0.391247942,0
et_morton_potential__1yr_wy7,Dataset_237,0.390509557,herbert,451,1547,1998,0.390509557,5
et_morton_potential__1yr_wy7,Dataset_456,0.388264294,herbert,1288,719.1,2007.1,0.388264294,-5
et_morton_potential__1yr_wy7,Dataset_148,0.382500179,herbert,215,1781.5,1996.5,0.382500179,-1
et_morton_potential__1yr_wy7,Dataset_149,0.382500179,herbert,215,1781.5,1996.5,0.382500179,-1
et_morton_potential__1yr_wy7,Dataset_392.3,0.376100768,herbert,587.32,1423.23,2010.55,0.376100768,3
et_morton_potential__1yr_wy7,Dataset_144.1,0.360311567,herbert,446.3,1557.2,2003.5,0.360311567,-5
et_morton_potential__1yr_wy7,Dataset_579,0.352992602,herbert,1381.8,627.5,2009.3,0.352992602,-4
rain__1yr_wy7,Dataset_269,0.764258755,herbert,373,1612,1985,0.764258755,-1
rain__1yr_wy7,Dataset_8,0.615369817,herbert,346,1639,1985,0.615369817,-1
rain__1yr_wy7,Dataset_17,0.416740122,herbert,310,1685,1995,0.416740122,-1
rain__1yr_wy7,Dataset_246,0.380214851,herbert,978,1030,2008,0.380214851,-1
spei_12m__1yr_wy7,Dataset_269,0.737348473,herbert,373,1612,1985,0.737348473,-1
spei_12m__1yr_wy7,Dataset_8,0.595610349,herbert,346,1639,1985,0.595610349,-1
spei_12m__1yr_wy7,Dataset_246,0.383581667,herbert,978,1030,2008,0.383581667,-1
spei_24m__1yr_wy7,Dataset_269,0.525612618,herbert,373,1612,1985,0.525612618,-1
spei_24m__1yr_wy7,Dataset_242,0.457324509,herbert,225,1776,2001,0.457324509,0
spei_24m__1yr_wy7,Dataset_229,0.417092476,herbert,729,1269,1998,0.417092476,1
spei_24m__1yr_wy7,Dataset_240,0.389937356,herbert,374,1607,1981,0.389937356,2
spei_24m__1yr_wy7,Dataset_8,0.372365741,herbert,346,1639,1985,0.372365741,0
spei_24m__1yr_wy7,Dataset_610,0.354705911,herbert,364,1630,1994,0.354705911,0
spei_24m__1yr_wy7,Dataset_466,0.353230617,herbert,1278.3,718.1,1996.4,0.353230617,-4
spei_24m__1yr_wy7,Dataset_392.3,0.351285678,herbert,587.32,1423.23,2010.55,0.351285678,3
spei_36m__1yr_wy7,Dataset_375,0.493164061,herbert,275.1,1711.5,1986.6,0.493164061,-4
