climate_index,DatasetID,ccf,catchment,Proxy_Timespan,StartYear,EndYear,maxcorr,lag_match
spei_36m__1yr_wy7,Dataset_242,0.449064114,herbert,225,1776,2001,0.449064114,1
spei_36m__1yr_wy7,Dataset_269,0.41907478,herbert,373,1612,1985,0.41907478,-1
spei_36m__1yr_wy7,Dataset_229,0.410524309,herbert,729,1269,1998,0.410524309,2
spei_36m__1yr_wy7,Dataset_392.3,0.405509671,herbert,587.32,1423.23,2010.55,0.405509671,4
spei_36m__1yr_wy7,Dataset_144.2,0.381120169,herbert,389.9609807,1572.984119,1962.9451,0.381120169,-3
spei_36m__1yr_wy7,Dataset_616,0.379813404,herbert,250,1744,1994,0.379813404,1
spei_36m__1yr_wy7,Dataset_610,0.378459792,herbert,364,1630,1994,0.378459792,1
spei_36m__1yr_wy7,Dataset_466,0.377125493,herbert,1278.3,718.1,1996.4,0.377125493,-5
spei_36m__1yr_wy7,Dataset_405,0.370099902,herbert,2003,1,2004,0.370099902,-4
spei_36m__1yr_wy7,Dataset_464,0.36749113,herbert,1278.3,718.1,1996.4,0.36749113,-5
spei_36m__1yr_wy7,Dataset_144.1,0.363874699,herbert,446.3,1557.2,2003.5,0.363874699,-5
spei_36m__1yr_wy7,Dataset_216,0.357967987,herbert,365,1625,1990,0.357967987,-3
spei_36m__1yr_wy7,Dataset_153,0.355240506,herbert,384,1617.5,2001.5,0.355240506,0
spei_36m__1yr_wy7,Dataset_154,0.355240506,herbert,384,1617.5,2001.5,0.355240506,0
spei_36m__1yr_wy7,Dataset_156,0.354584153,herbert,542,1457,1999,0.354584153,1
spei_36m__1yr_wy7,Dataset_437,0.354041062,herbert,861,1144,2005,0.354041062,3
spei_48m__1yr_wy7,Dataset_375,0.526291302,herbert,275.1,1711.5,1986.6,0.526291302,-3
spei_48m__1yr_wy7,Dataset_539,0.515699997,herbert,2078.7,-95.3,1983.4,0.515699997,-4
spei_48m__1yr_wy7,Dataset_439,0.507069574,herbert,2079.1,-95.1,1984,0.507069574,-4
spei_48m__1yr_wy7,Dataset_464,0.474372532,herbert,1278.3,718.1,1996.4,0.474372532,-5
spei_48m__1yr_wy7,Dataset_466,0.460026173,herbert,1278.3,718.1,1996.4,0.460026173,-5
spei_48m__1yr_wy7,Dataset_392.3,0.457161201,herbert,587.32,1423.23,2010.55,0.457161201,5
spei_48m__1yr_wy7,Dataset_229,0.455546807,herbert,729,1269,1998,0.455546807,3
spei_48m__1yr_wy7,Dataset_465,0.440429323,herbert,1278.3,718.1,1996.4,0.440429323,-5
spei_48m__1yr_wy7,Dataset_216,0.424061688,herbert,365,1625,1990,0.424061688,-2
spei_48m__1yr_wy7,Dataset_242,0.422092068,herbert,225,1776,2001,0.422092068,1
spei_48m__1yr_wy7,Dataset_405,0.421176745,herbert,2003,1,2004,0.421176745,-5
spei_48m__1yr_wy7,Dataset_144.1,0.414108143,herbert,446.3,1557.2,2003.5,0.414108143,-5
spei_48m__1yr_wy7,Dataset_437,0.409613169,herbert,861,1144,2005,0.409613169,4
spei_48m__1yr_wy7,Dataset_217,0.407436712,herbert,362,1628,1990,0.407436712,-2
spei_48m__1yr_wy7,Dataset_342,0.395459057,herbert,1382,627,2009,0.395459057,3
spei_48m__1yr_wy7,Dataset_233,0.38266174,herbert,298,1698,1996,0.38266174,3
spei_48m__1yr_wy7,Dataset_610,0.379244419,herbert,364,1630,1994,0.379244419,1
spei_48m__1yr_wy7,Dataset_249,0.377472808,herbert,234,1762,1996,0.377472808,-5
spei_48m__1yr_wy7,Dataset_153,0.371116028,herbert,384,1617.5,2001.5,0.371116028,1
spei_48m__1yr_wy7,Dataset_154,0.371116028,herbert,384,1617.5,2001.5,0.371116028,1
spei_48m__1yr_wy7,Dataset_148,0.365643731,herbert,215,1781.5,1996.5,0.365643731,1
spei_48m__1yr_wy7,Dataset_149,0.365643731,herbert,215,1781.5,1996.5,0.365643731,1
spei_48m__1yr_wy7,Dataset_340,0.364452891,herbert,3712,-1704,2008,0.364452891,1
spi_12m__1yr_wy7__QFCD_W3,Dataset_242,0.354943697,herbert,225,1776,2001,0.354943697,0
spi_12m__1yr_wy7,Dataset_269,0.764258755,herbert,373,1612,1985,0.764258755,-1
spi_12m__1yr_wy7,Dataset_8,0.615369817,herbert,346,1639,1985,0.615369817,-1
spi_12m__1yr_wy7,Dataset_17,0.416740122,herbert,310,1685,1995,0.416740122,-1
spi_12m__1yr_wy7,Dataset_246,0.380214851,herbert,978,1030,2008,0.380214851,-1
avg_temp__1yr_wy7,Dataset_578,0.414677086,johnstone,1381.8,627.5,2009.3,0.414677086,5
avg_temp__1yr_wy7,Dataset_579,0.363732452,johnstone,1381.8,627.5,2009.3,0.363732452,5
et_morton_potential__1yr_wy7,Dataset_465,0.713884261,johnstone,1278.3,718.1,1996.4,0.713884261,-4
et_morton_potential__1yr_wy7,Dataset_464,0.6918222,johnstone,1278.3,718.1,1996.4,0.6918222,-4
et_morton_potential__1yr_wy7,Dataset_437,0.688538608,johnstone,861,1144,2005,0.688538608,1
et_morton_potential__1yr_wy7,Dataset_342,0.67980948,johnstone,1382,627,2009,0.67980948,-5
et_morton_potential__1yr_wy7,Dataset_454,0.664363501,johnstone,1117.9,881.2,1999.1,0.664363501,-5
et_morton_potential__1yr_wy7,Dataset_396,0.658503587,johnstone,280,1718,1998,0.658503587,-2
et_morton_potential__1yr_wy7,Dataset_337,0.644309409,johnstone,1382,627,2009,0.644309409,-5
et_morton_potential__1yr_wy7,Dataset_408,0.633892244,johnstone,2017,-20,1997,0.633892244,0
et_morton_potential__1yr_wy7,Dataset_466,0.602558193,johnstone,1278.3,718.1,1996.4,0.602558193,-5
et_morton_potential__1yr_wy7,Dataset_240,0.585720746,johnstone,374,1607,1981,0.585720746,1
et_morton_potential__1yr_wy7,Dataset_461,0.572854144,johnstone,1279.2,727.9,2007.1,0.572854144,-5
et_morton_potential__1yr_wy7,Dataset_457,0.552477099,johnstone,1279.2,727.9,2007.1,0.552477099,3
et_morton_potential__1yr_wy7,Dataset_375,0.552259309,johnstone,275.1,1711.5,1986.6,0.552259309,-5
et_morton_potential__1yr_wy7,Dataset_407,0.541566635,johnstone,2017,-20,1997,0.541566635,-5
et_morton_potential__1yr_wy7,Dataset_156,0.516391895,johnstone,542,1457,1999,0.516391895,0
et_morton_potential__1yr_wy7,Dataset_237,0.502091039,johnstone,451,1547,1998,0.502091039,2
et_morton_potential__1yr_wy7,Dataset_148,0.498163585,johnstone,215,1781.5,1996.5,0.498163585,-1
et_morton_potential__1yr_wy7,Dataset_149,0.498163585,johnstone,215,1781.5,1996.5,0.498163585,-1
et_morton_potential__1yr_wy7,Dataset_467,0.490255884,johnstone,1278.3,718.1,1996.4,0.490255884,-4
et_morton_potential__1yr_wy7,Dataset_586,0.481918982,johnstone,443,1551,1994,0.481918982,-4
et_morton_potential__1yr_wy7,Dataset_405,0.453267724,johnstone,2003,1,2004,0.453267724,-5
et_morton_potential__1yr_wy7,Dataset_249,0.447843384,johnstone,234,1762,1996,0.447843384,-1
et_morton_potential__1yr_wy7,Dataset_266,0.442690868,johnstone,347,1646,1993,0.442690868,0
et_morton_potential__1yr_wy7,Dataset_392.3,0.439047225,johnstone,587.32,1423.23,2010.55,0.439047225,3
et_morton_potential__1yr_wy7,Dataset_252,0.42661704,johnstone,270,1726.78,1996.91,0.42661704,3
et_morton_potential__1yr_wy7,Dataset_583,0.412853982,johnstone,564,1430,1994,0.412853982,2
et_morton_potential__1yr_wy7,Dataset_144.2,0.400619634,johnstone,389.9609807,1572.984119,1962.9451,0.400619634,-3
et_morton_potential__1yr_wy7,Dataset_157,0.395381672,johnstone,235,1758,1993,0.395381672,3
et_morton_potential__1yr_wy7,Dataset_269,0.388870518,johnstone,373,1612,1985,0.388870518,-1
et_morton_potential__1yr_wy7,Dataset_144.1,0.383133533,johnstone,446.3,1557.2,2003.5,0.383133533,-5
et_morton_potential__1yr_wy7,Dataset_265,0.382387539,johnstone,347,1646,1993,0.382387539,0
et_morton_potential__1yr_wy7,Dataset_242,0.38074593,johnstone,225,1776,2001,0.38074593,-1
et_morton_potential__1yr_wy7,Dataset_153,0.375648553,johnstone,384,1617.5,2001.5,0.375648553,-1
et_morton_potential__1yr_wy7,Dataset_154,0.375648553,johnstone,384,1617.5,2001.5,0.375648553,-1
et_morton_potential__1yr_wy7,Dataset_456,0.374511143,johnstone,1288,719.1,2007.1,0.374511143,-5
et_morton_potential__1yr_wy7,Dataset_268,0.354275003,johnstone,425,1577,2002,0.354275003,-1
rain__1yr_wy7,Dataset_269,0.58710825,johnstone,373,1612,1985,0.58710825,-1
rain__1yr_wy7,Dataset_8,0.37549209,johnstone,346,1639,1985,0.37549209,-1
rain__1yr_wy7,Dataset_246,0.374654866,johnstone,978,1030,2008,0.374654866,-1
spei_12m__1yr_wy7__QFCD_D3,Dataset_467,0.385111149,johnstone,1278.3,718.1,1996.4,0.385111149,4
spei_12m__1yr_wy7__QFCD_D3,Dataset_464,0.375183492,johnstone,1278.3,718.1,1996.4,0.375183492,-4
spei_12m__1yr_wy7,Dataset_269,0.57817907,johnstone,373,1612,1985,0.57817907,-1
spei_12m__1yr_wy7,Dataset_156,0.377589481,johnstone,542,1457,1999,0.377589481,-1
spei_12m__1yr_wy7,Dataset_8,0.376952017,johnstone,346,1639,1985,0.376952017,-1
spei_12m__1yr_wy7,Dataset_246,0.369910872,johnstone,978,1030,2008,0.369910872,-1
spei_24m__1yr_wy7__QFCD_D3,Dataset_467,0.350211771,johnstone,1278.3,718.1,1996.4,0.350211771,-3
spei_24m__1yr_wy7,Dataset_156,0.512341017,johnstone,542,1457,1999,0.512341017,0
spei_24m__1yr_wy7,Dataset_375,0.461975778,johnstone,275.1,1711.5,1986.6,0.461975778,-5
spei_24m__1yr_wy7,Dataset_240,0.446688054,johnstone,374,1607,1981,0.446688054,2
spei_24m__1yr_wy7,Dataset_454,0.442297874,johnstone,1117.9,881.2,1999.1,0.442297874,-4
spei_24m__1yr_wy7,Dataset_269,0.427198037,johnstone,373,1612,1985,0.427198037,-1
spei_24m__1yr_wy7,Dataset_252,0.419619641,johnstone,270,1726.78,1996.91,0.419619641,3
spei_24m__1yr_wy7,Dataset_467,0.41903242,johnstone,1278.3,718.1,1996.4,0.41903242,-1
spei_24m__1yr_wy7,Dataset_464,0.404494598,johnstone,1278.3,718.1,1996.4,0.404494598,-3
spei_24m__1yr_wy7,Dataset_144.4,0.399581607,johnstone,389.9609807,1572.984119,1962.9451,0.399581607,2
spei_24m__1yr_wy7,Dataset_437,0.379362674,johnstone,861,1144,2005,0.379362674,1
spei_24m__1yr_wy7,Dataset_266,0.375720742,johnstone,347,1646,1993,0.375720742,0
spei_24m__1yr_wy7,Dataset_148,0.375461375,johnstone,215,1781.5,1996.5,0.375461375,-1
spei_24m__1yr_wy7,Dataset_149,0.375461375,johnstone,215,1781.5,1996.5,0.375461375,-1
spei_24m__1yr_wy7,Dataset_465,0.371838884,johnstone,1278.3,718.1,1996.4,0.371838884,-4
spei_24m__1yr_wy7,Dataset_153,0.364752029,johnstone,384,1617.5,2001.5,0.364752029,-1
spei_24m__1yr_wy7,Dataset_154,0.364752029,johnstone,384,1617.5,2001.5,0.364752029,-1
spei_24m__1yr_wy7,Dataset_157,0.352146159,johnstone,235,1758,1993,0.352146159,0
spei_36m__1yr_wy7,Dataset_156,0.548925027,johnstone,542,1457,1999,0.548925027,1
spei_36m__1yr_wy7,Dataset_454,0.519956274,johnstone,1117.9,881.2,1999.1,0.519956274,-4
spei_36m__1yr_wy7,Dataset_467,0.493141297,johnstone,1278.3,718.1,1996.4,0.493141297,-2
spei_36m__1yr_wy7,Dataset_252,0.486672283,johnstone,270,1726.78,1996.91,0.486672283,4
spei_36m__1yr_wy7,Dataset_375,0.47722409,johnstone,275.1,1711.5,1986.6,0.47722409,-4
spei_36m__1yr_wy7,Dataset_464,0.457814882,johnstone,1278.3,718.1,1996.4,0.457814882,-3
spei_36m__1yr_wy7,Dataset_437,0.432236615,johnstone,861,1144,2005,0.432236615,-5
spei_36m__1yr_wy7,Dataset_148,0.427360977,johnstone,215,1781.5,1996.5,0.427360977,0
spei_36m__1yr_wy7,Dataset_149,0.427360977,johnstone,215,1781.5,1996.5,0.427360977,0
spei_36m__1yr_wy7,Dataset_266,0.420807145,johnstone,347,1646,1993,0.420807145,0
spei_36m__1yr_wy7,Dataset_153,0.415492298,johnstone,384,1617.5,2001.5,0.415492298,0
spei_36m__1yr_wy7,Dataset_154,0.415492298,johnstone,384,1617.5,2001.5,0.415492298,0
spei_36m__1yr_wy7,Dataset_457,0.404629537,johnstone,1279.2,727.9,2007.1,0.404629537,5
spei_36m__1yr_wy7,Dataset_465,0.385935921,johnstone,1278.3,718.1,1996.4,0.385935921,-3
spei_36m__1yr_wy7,Dataset_240,0.379968996,johnstone,374,1607,1981,0.379968996,3
spei_36m__1yr_wy7,Dataset_144.1,0.374749139,johnstone,446.3,1557.2,2003.5,0.374749139,-5
spei_36m__1yr_wy7,Dataset_237,0.374669764,johnstone,451,1547,1998,0.374669764,2
spei_36m__1yr_wy7,Dataset_157,0.37447517,johnstone,235,1758,1993,0.37447517,0
spei_36m__1yr_wy7,Dataset_277,0.369331796,johnstone,335,1657.75,1992.75,0.369331796,3
spei_36m__1yr_wy7,Dataset_586,0.366861242,johnstone,443,1551,1994,0.366861242,1
spei_36m__1yr_wy7,Dataset_144.4,0.362910288,johnstone,389.9609807,1572.984119,1962.9451,0.362910288,2
spei_36m__1yr_wy7,Dataset_265,0.357502687,johnstone,347,1646,1993,0.357502687,0
spei_48m__1yr_wy7__QFCD_D3,Dataset_467,0.382845268,johnstone,1278.3,718.1,1996.4,0.382845268,4
spei_48m__1yr_wy7__QFCD_D3,Dataset_629,0.381307277,johnstone,573,1403,1976,0.381307277,-4
spei_48m__1yr_wy7__QFCD_D3,Dataset_150,0.369047652,johnstone,215,1781.5,1996.5,0.369047652,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_151,0.369047652,johnstone,215,1781.5,1996.5,0.369047652,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_157,0.355538852,johnstone,235,1758,1993,0.355538852,3
spei_48m__1yr_wy7,Dataset_582,0.593724523,johnstone,1377.9,627.5,2005.4,0.593724523,-1
spei_48m__1yr_wy7,Dataset_464,0.569725227,johnstone,1278.3,718.1,1996.4,0.569725227,-5
spei_48m__1yr_wy7,Dataset_454,0.553076552,johnstone,1117.9,881.2,1999.1,0.553076552,-4
spei_48m__1yr_wy7,Dataset_467,0.545631546,johnstone,1278.3,718.1,1996.4,0.545631546,-4
spei_48m__1yr_wy7,Dataset_252,0.536346426,johnstone,270,1726.78,1996.91,0.536346426,5
spei_48m__1yr_wy7,Dataset_156,0.523063024,johnstone,542,1457,1999,0.523063024,1
spei_48m__1yr_wy7,Dataset_437,0.503682429,johnstone,861,1144,2005,0.503682429,-4
spei_48m__1yr_wy7,Dataset_375,0.502378975,johnstone,275.1,1711.5,1986.6,0.502378975,-4
spei_48m__1yr_wy7,Dataset_266,0.473311511,johnstone,347,1646,1993,0.473311511,0
spei_48m__1yr_wy7,Dataset_465,0.471849557,johnstone,1278.3,718.1,1996.4,0.471849557,-5
spei_48m__1yr_wy7,Dataset_148,0.463890152,johnstone,215,1781.5,1996.5,0.463890152,-5
spei_48m__1yr_wy7,Dataset_149,0.463890152,johnstone,215,1781.5,1996.5,0.463890152,-5
spei_48m__1yr_wy7,Dataset_536,0.456716783,johnstone,2078.7,-95.3,1983.4,0.456716783,-2
spei_48m__1yr_wy7,Dataset_441,0.449128524,johnstone,2079.1,-95.1,1984,0.449128524,-2
spei_48m__1yr_wy7,Dataset_335,0.446266552,johnstone,1149,851,2000,0.446266552,5
spei_48m__1yr_wy7,Dataset_240,0.43889107,johnstone,374,1607,1981,0.43889107,2
spei_48m__1yr_wy7,Dataset_457,0.42855385,johnstone,1279.2,727.9,2007.1,0.42855385,5
spei_48m__1yr_wy7,Dataset_153,0.420677782,johnstone,384,1617.5,2001.5,0.420677782,1
spei_48m__1yr_wy7,Dataset_154,0.420677782,johnstone,384,1617.5,2001.5,0.420677782,1
spei_48m__1yr_wy7,Dataset_237,0.413876597,johnstone,451,1547,1998,0.413876597,5
spei_48m__1yr_wy7,Dataset_277,0.412428145,johnstone,335,1657.75,1992.75,0.412428145,4
spei_48m__1yr_wy7,Dataset_144.1,0.412396206,johnstone,446.3,1557.2,2003.5,0.412396206,-5
spei_48m__1yr_wy7,Dataset_157,0.405062351,johnstone,235,1758,1993,0.405062351,0
spei_48m__1yr_wy7,Dataset_265,0.4010785,johnstone,347,1646,1993,0.4010785,0
spei_48m__1yr_wy7,Dataset_583,0.3912945,johnstone,564,1430,1994,0.3912945,2
spei_48m__1yr_wy7,Dataset_342,0.380226985,johnstone,1382,627,2009,0.380226985,-3
spei_48m__1yr_wy7,Dataset_144.4,0.378676008,johnstone,389.9609807,1572.984119,1962.9451,0.378676008,3
spei_48m__1yr_wy7,Dataset_586,0.377011192,johnstone,443,1551,1994,0.377011192,-3
spei_48m__1yr_wy7,Dataset_466,0.375120269,johnstone,1278.3,718.1,1996.4,0.375120269,-5
spei_48m__1yr_wy7,Dataset_249,0.367033604,johnstone,234,1762,1996,0.367033604,-5
spei_48m__1yr_wy7,Dataset_392.3,0.363649312,johnstone,587.32,1423.23,2010.55,0.363649312,-1
spei_48m__1yr_wy7,Dataset_405,0.356765264,johnstone,2003,1,2004,0.356765264,-5
spei_48m__1yr_wy7,Dataset_268,0.354474904,johnstone,425,1577,2002,0.354474904,-2
spei_48m__1yr_wy7,Dataset_339,0.352409924,johnstone,868,1140,2008,0.352409924,4
spi_12m__1yr_wy7,Dataset_269,0.58710825,johnstone,373,1612,1985,0.58710825,-1
spi_12m__1yr_wy7,Dataset_8,0.37549209,johnstone,346,1639,1985,0.37549209,-1
spi_12m__1yr_wy7,Dataset_246,0.374654866,johnstone,978,1030,2008,0.374654866,-1
avg_temp__1yr_wy7,Dataset_461,0.682255184,logan_albert,1279.2,727.9,2007.1,0.682255184,-1
avg_temp__1yr_wy7,Dataset_337,0.668975136,logan_albert,1382,627,2009,0.668975136,-5
avg_temp__1yr_wy7,Dataset_342,0.637209213,logan_albert,1382,627,2009,0.637209213,5
avg_temp__1yr_wy7,Dataset_454,0.617369146,logan_albert,1117.9,881.2,1999.1,0.617369146,5
avg_temp__1yr_wy7,Dataset_437,0.613148131,logan_albert,861,1144,2005,0.613148131,-1
avg_temp__1yr_wy7,Dataset_457,0.599508576,logan_albert,1279.2,727.9,2007.1,0.599508576,0
avg_temp__1yr_wy7,Dataset_396,0.595588005,logan_albert,280,1718,1998,0.595588005,5
avg_temp__1yr_wy7,Dataset_465,0.569804853,logan_albert,1278.3,718.1,1996.4,0.569804853,4
avg_temp__1yr_wy7,Dataset_464,0.566172937,logan_albert,1278.3,718.1,1996.4,0.566172937,-1
avg_temp__1yr_wy7,Dataset_408,0.546806782,logan_albert,2017,-20,1997,0.546806782,5
avg_temp__1yr_wy7,Dataset_466,0.479096723,logan_albert,1278.3,718.1,1996.4,0.479096723,3
avg_temp__1yr_wy7,Dataset_586,0.471958687,logan_albert,443,1551,1994,0.471958687,4
avg_temp__1yr_wy7,Dataset_456,0.468213427,logan_albert,1288,719.1,2007.1,0.468213427,-2
avg_temp__1yr_wy7,Dataset_156,0.464756582,logan_albert,542,1457,1999,0.464756582,2
avg_temp__1yr_wy7,Dataset_240,0.447657533,logan_albert,374,1607,1981,0.447657533,-4
avg_temp__1yr_wy7,Dataset_335,0.439789638,logan_albert,1149,851,2000,0.439789638,5
avg_temp__1yr_wy7,Dataset_237,0.435030721,logan_albert,451,1547,1998,0.435030721,0
avg_temp__1yr_wy7,Dataset_405,0.420438741,logan_albert,2003,1,2004,0.420438741,-4
avg_temp__1yr_wy7,Dataset_467,0.41967863,logan_albert,1278.3,718.1,1996.4,0.41967863,2
avg_temp__1yr_wy7,Dataset_459,0.409150686,logan_albert,1279.2,727.9,2007.1,0.409150686,-5
avg_temp__1yr_wy7,Dataset_268,0.403800474,logan_albert,425,1577,2002,0.403800474,1
avg_temp__1yr_wy7,Dataset_266,0.398696623,logan_albert,347,1646,1993,0.398696623,5
avg_temp__1yr_wy7,Dataset_148,0.39755698,logan_albert,215,1781.5,1996.5,0.39755698,5
avg_temp__1yr_wy7,Dataset_149,0.39755698,logan_albert,215,1781.5,1996.5,0.39755698,5
avg_temp__1yr_wy7,Dataset_150,0.394670949,logan_albert,215,1781.5,1996.5,0.394670949,5
avg_temp__1yr_wy7,Dataset_151,0.394670949,logan_albert,215,1781.5,1996.5,0.394670949,5
avg_temp__1yr_wy7,Dataset_249,0.388792391,logan_albert,234,1762,1996,0.388792391,-3
avg_temp__1yr_wy7,Dataset_579,0.383489512,logan_albert,1381.8,627.5,2009.3,0.383489512,-2
avg_temp__1yr_wy7,Dataset_583,0.378118949,logan_albert,564,1430,1994,0.378118949,0
avg_temp__1yr_wy7,Dataset_265,0.360414502,logan_albert,347,1646,1993,0.360414502,5
avg_temp__1yr_wy7,Dataset_153,0.357531389,logan_albert,384,1617.5,2001.5,0.357531389,4
avg_temp__1yr_wy7,Dataset_154,0.357531389,logan_albert,384,1617.5,2001.5,0.357531389,4
et_morton_potential__1yr_wy7,Dataset_11,0.495555393,logan_albert,323,1661,1984,0.495555393,-1
et_morton_potential__1yr_wy7,Dataset_335,0.492681872,logan_albert,1149,851,2000,0.492681872,5
et_morton_potential__1yr_wy7,Dataset_467,0.439492021,logan_albert,1278.3,718.1,1996.4,0.439492021,2
et_morton_potential__1yr_wy7,Dataset_629,0.386747537,logan_albert,573,1403,1976,0.386747537,-3
et_morton_potential__1yr_wy7,Dataset_157,0.381008562,logan_albert,235,1758,1993,0.381008562,5
et_morton_potential__1yr_wy7,Dataset_197,0.375666843,logan_albert,1009,1000,2009,0.375666843,-1
et_morton_potential__1yr_wy7,Dataset_144.2,0.355813108,logan_albert,389.9609807,1572.984119,1962.9451,0.355813108,2
rain__1yr_wy7,Dataset_242,0.352948797,logan_albert,225,1776,2001,0.352948797,-1
spei_12m__1yr_wy7__QFCD_D3,Dataset_466,0.361667076,logan_albert,1278.3,718.1,1996.4,0.361667076,-4
spei_12m__1yr_wy7,Dataset_11,0.437030075,logan_albert,323,1661,1984,0.437030075,-1
spei_12m__1yr_wy7,Dataset_242,0.420588997,logan_albert,225,1776,2001,0.420588997,-1
spei_12m__1yr_wy7,Dataset_269,0.375852542,logan_albert,373,1612,1985,0.375852542,-1
spei_12m__1yr_wy7,Dataset_8,0.368855277,logan_albert,346,1639,1985,0.368855277,-1
spei_24m__1yr_wy7__QFCD_D3,Dataset_456,0.366891486,logan_albert,1288,719.1,2007.1,0.366891486,-4
spei_24m__1yr_wy7,Dataset_242,0.441955638,logan_albert,225,1776,2001,0.441955638,-1
spei_24m__1yr_wy7,Dataset_268,0.37032501,logan_albert,425,1577,2002,0.37032501,1
spei_24m__1yr_wy7,Dataset_226,0.351695365,logan_albert,498,1504,2002,0.351695365,1
spei_36m__1yr_wy7__QFCD_D3,Dataset_459,0.476011152,logan_albert,1279.2,727.9,2007.1,0.476011152,-1
spei_36m__1yr_wy7__QFCD_D3,Dataset_457,0.452429859,logan_albert,1279.2,727.9,2007.1,0.452429859,0
spei_36m__1yr_wy7__QFCD_D3,Dataset_458,0.441421887,logan_albert,1279.2,727.9,2007.1,0.441421887,-1
spei_36m__1yr_wy7__QFCD_D3,Dataset_579,0.371421454,logan_albert,1381.8,627.5,2009.3,0.371421454,-3
spei_36m__1yr_wy7__QFCD_D3,Dataset_342,0.364086043,logan_albert,1382,627,2009,0.364086043,-3
spei_36m__1yr_wy7__QFCD_D3,Dataset_268,0.356239081,logan_albert,425,1577,2002,0.356239081,2
spei_36m__1yr_wy7,Dataset_539,0.505148445,logan_albert,2078.7,-95.3,1983.4,0.505148445,-5
spei_36m__1yr_wy7,Dataset_439,0.489313172,logan_albert,2079.1,-95.1,1984,0.489313172,-5
spei_36m__1yr_wy7,Dataset_242,0.463646742,logan_albert,225,1776,2001,0.463646742,0
spei_36m__1yr_wy7,Dataset_335,0.409835779,logan_albert,1149,851,2000,0.409835779,5
spei_36m__1yr_wy7,Dataset_392.3,0.362725293,logan_albert,587.32,1423.23,2010.55,0.362725293,4
spei_36m__1yr_wy7,Dataset_268,0.356670207,logan_albert,425,1577,2002,0.356670207,2
spei_36m__1yr_wy7,Dataset_150,0.355249548,logan_albert,215,1781.5,1996.5,0.355249548,5
spei_36m__1yr_wy7,Dataset_151,0.355249548,logan_albert,215,1781.5,1996.5,0.355249548,5
spei_48m__1yr_wy7__QFCD_D3,Dataset_459,0.48832761,logan_albert,1279.2,727.9,2007.1,0.48832761,-1
spei_48m__1yr_wy7__QFCD_D3,Dataset_457,0.469479987,logan_albert,1279.2,727.9,2007.1,0.469479987,1
spei_48m__1yr_wy7__QFCD_D3,Dataset_458,0.452200029,logan_albert,1279.2,727.9,2007.1,0.452200029,-1
spei_48m__1yr_wy7__QFCD_D3,Dataset_579,0.441472217,logan_albert,1381.8,627.5,2009.3,0.441472217,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_578,0.406653161,logan_albert,1381.8,627.5,2009.3,0.406653161,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_342,0.398878656,logan_albert,1382,627,2009,0.398878656,-3
spei_48m__1yr_wy7__QFCD_D3,Dataset_437,0.389842128,logan_albert,861,1144,2005,0.389842128,1
spei_48m__1yr_wy7__QFCD_D3,Dataset_268,0.377337436,logan_albert,425,1577,2002,0.377337436,3
spei_48m__1yr_wy7__QFCD_D3,Dataset_456,0.351702872,logan_albert,1288,719.1,2007.1,0.351702872,2
spei_48m__1yr_wy7,Dataset_539,0.566400926,logan_albert,2078.7,-95.3,1983.4,0.566400926,-5
spei_48m__1yr_wy7,Dataset_439,0.549201255,logan_albert,2079.1,-95.1,1984,0.549201255,-5
spei_48m__1yr_wy7,Dataset_335,0.406765087,logan_albert,1149,851,2000,0.406765087,5
spei_48m__1yr_wy7,Dataset_392.3,0.397126551,logan_albert,587.32,1423.23,2010.55,0.397126551,5
spei_48m__1yr_wy7,Dataset_242,0.370770143,logan_albert,225,1776,2001,0.370770143,0
spei_48m__1yr_wy7,Dataset_629,0.361000136,logan_albert,573,1403,1976,0.361000136,3
spei_48m__1yr_wy7,Dataset_586,0.356000284,logan_albert,443,1551,1994,0.356000284,-4
spi_12m__1yr_wy7__QFCD_W3,Dataset_242,0.383675301,logan_albert,225,1776,2001,0.383675301,-1
spi_12m__1yr_wy7__QFCD_W3,Dataset_227,0.356483489,logan_albert,306,1675,1981,0.356483489,0
spi_12m__1yr_wy7__QFCD_W3,Dataset_226,0.354413345,logan_albert,498,1504,2002,0.354413345,0
spi_12m__1yr_wy7,Dataset_242,0.35288681,logan_albert,225,1776,2001,0.35288681,-1
avg_temp__1yr_wy7,Dataset_461,0.557754057,maroochy,1279.2,727.9,2007.1,0.557754057,-1
avg_temp__1yr_wy7,Dataset_342,0.552848778,maroochy,1382,627,2009,0.552848778,5
avg_temp__1yr_wy7,Dataset_337,0.517812756,maroochy,1382,627,2009,0.517812756,5
avg_temp__1yr_wy7,Dataset_457,0.514057283,maroochy,1279.2,727.9,2007.1,0.514057283,5
avg_temp__1yr_wy7,Dataset_437,0.443827364,maroochy,861,1144,2005,0.443827364,5
avg_temp__1yr_wy7,Dataset_465,0.441917733,maroochy,1278.3,718.1,1996.4,0.441917733,4
avg_temp__1yr_wy7,Dataset_456,0.434509069,maroochy,1288,719.1,2007.1,0.434509069,-2
avg_temp__1yr_wy7,Dataset_459,0.431581622,maroochy,1279.2,727.9,2007.1,0.431581622,1
